date,transfers,mint_count,burn_count,mint_volume,burn_volume,p2p_volume,issuance_count,issuance_volume,redemption_count,redemption_volume,internal_count,internal_volume,transfer_count,transfer_volume,unique_senders,unique_receivers,active_addresses,new_addresses,zeroed_addresses,resurrected_addresses,holders_gt0,circulating_supply,mean_balance,median_balance,gini,top10_share,top100_share,unique_senders_ex_hub,unique_receivers_ex_hub,active_addresses_ex_hub,new_addresses_ex_hub,zeroed_addresses_ex_hub,resurrected_addresses_ex_hub,holders_gt0_ex_hub,circulating_supply_ex_hub,mean_balance_ex_hub,median_balance_ex_hub,gini_ex_hub,top10_share_ex_hub,top100_share_ex_hub,holders_ge1,holders_ge1_ex_hub,holders_ge100,holders_ge100_ex_hub,holders_ge1000,holders_ge1000_ex_hub,holders_ge10000,holders_ge10000_ex_hub,n_lt_1k,val_lt_1k,n_lt_1k_ex_hub,val_lt_1k_ex_hub,n_1k_10k,val_1k_10k,n_1k_10k_ex_hub,val_1k_10k_ex_hub,n_10k_100k,val_10k_100k,n_10k_100k_ex_hub,val_10k_100k_ex_hub,n_100k_1m,val_100k_1m,n_100k_1m_ex_hub,val_100k_1m_ex_hub,n_ge_1m,val_ge_1m,n_ge_1m_ex_hub,val_ge_1m_ex_hub,share_holders_lt10k,share_holders_lt10k_ex_hub,cumulative_adopters,cumulative_adopters_ex_hub,cumulative_adopters_event,cumulative_adopters_event_ex_hub
2026-07-22,10852,0,0,0.0,0.0,53679929.968073234,42,22369281.0,22,5070473.0,0,0.0,10788,26240175.968073234,647,639,663,9,21,1,5211,1756248186.5165703,337027.0939390847,30.0,0.9996873523734069,0.9952950922153302,0.9996388512951987,646,639,662,9,21,1,5210,1755776537.5163755,337001.2548016076,30.0,0.9996894825308102,0.9955624553592791,0.9996416077191915,5146,5145,671,670,277,276,84,83,4934,181548.02052220993,4934,181548.02052220993,193,558083.1620447871,193,558083.1620447871,59,1239845.2892207075,59,1239845.2892207075,11,2279519.2927662125,10,1807870.2925715656,14,1751989190.7520163,14,1751989190.7520163,0.9838802533103052,0.9840690978886756,6405,6404,8674,8673
2026-07-23,10973,0,0,0.0,0.0,71096592.91598545,51,29622240.0,17,2450393.0,0,0.0,10905,39023959.91598545,665,681,700,20,21,1,5211,1783420033.51657,342241.4188287411,30.0,0.9996998766871924,0.9965834210766525,0.9996544188869205,664,680,699,20,21,1,5210,1782270619.0727708,342086.4911847929,28.875,0.9997031976594319,0.9971422996914812,0.9996570070371307,5142,5141,671,670,276,275,79,78,4935,181927.72699202318,4935,181927.72699202318,197,566432.977975595,197,566432.977975595,57,1233234.593020834,57,1233234.593020834,9,1111600.0,9,1111600.0,13,1780326838.2185817,12,1779177423.7747824,0.9848397620418345,0.9850287907869482,6425,6424,8713,8712
2026-07-24,11028,0,0,0.0,0.0,64676474.37897913,68,29401120.0,19,2339236.0,0,0.0,10941,32936118.378979128,696,680,731,20,46,1,5186,1810481917.5165699,349109.5097409506,30.0,0.9997005366269545,0.9966086216299371,0.9996631649206765,695,680,730,20,46,1,5185,1809681252.5472937,349022.42093486857,30.0,0.9997031913695051,0.9970495554188541,0.9996657843366346,5118,5117,675,674,273,272,79,78,4913,183193.26702171905,4913,183193.26702171905,194,558614.977975595,194,558614.977975595,57,1264506.6484271274,57,1264506.6484271274,10,2133714.321031324,9,1333049.35175532,12,1806341888.3021142,12,1806341888.3021142,0.9847666795217894,0.9849566055930569,6445,6444,8759,8758
2026-07-25,10885,0,0,0.0,0.0,51967805.44427255,37,21180767.0,14,1450670.0,0,0.0,10834,29336368.44427255,590,583,601,6,13,0,5179,1830212014.51657,353391.00492692995,30.0,0.9997024392007551,0.9967659559339419,0.9996708011598445,589,583,600,6,13,0,5178,1829611349.547294,353343.2502022584,30.0,0.9997045696378984,0.9970931961385049,0.9996734313696922,5110,5109,667,666,270,269,79,78,4909,181423.26702171905,4909,181423.26702171905,191,552064.8300926265,191,552064.8300926265,56,1199327.4838250598,56,1199327.4838250598,11,1986170.724236229,10,1385505.7549602245,12,1826293028.2113945,12,1826293028.2113945,0.9847460899787603,0.984936268829664,6451,6450,8786,8785
2026-07-26,11224,0,0,0.0,0.0,94242758.80987774,30,19576938.0,25,11008838.0,0,0.0,11169,63656982.80987774,669,670,684,14,10,0,5183,1838780114.51657,354771.390028279,22.25,0.9997039118858786,0.9968334408387189,0.9996729007096351,669,670,684,14,10,0,5182,1838179449.5472937,354723.93854637083,21.625,0.9997060109422523,0.9971591777673211,0.9996755193456539,5110,5109,664,663,270,269,78,77,4913,180383.26519924978,4913,180383.26519924978,192,561616.3333657072,192,561616.3333657072,56,1232638.4493628428,56,1232638.4493628428,10,1847967.9692760045,9,1247303.0,12,1834957508.4993663,12,1834957508.4993663,0.9849508006945784,0.9851408722500965,6465,6464,8845,8844
2026-07-27,15939,0,0,0.0,0.0,130929928.33431558,64,34757554.0,40,12800526.0,0,0.0,15835,83371848.33431558,1245,1234,1274,41,38,3,5189,1860737142.51657,358592.6271953305,30.0,0.9996836116263382,0.9946720823796091,0.9996396354090801,1244,1233,1273,41,38,3,5188,1860537142.5165703,358623.19632162113,30.0,0.999684920819186,0.9947790054890326,0.9996426065548613,5115,5114,690,689,285,284,87,86,4904,184566.24051695276,4904,184566.24051695276,198,579330.9074368033,198,579330.9074368033,60,1352952.1958914422,60,1352952.1958914422,12,2786084.864684665,11,2586084.864684665,15,1855834208.3080404,15,1855834208.3080404,0.9832337637309694,0.9834232845026986,6506,6505,9474,9473
2026-07-28,1465,0,0,0.0,0.0,60413289.63510754,24,13520684.0,35,15175075.83367373,0,0.0,1406,31717529.80143381,411,404,430,6,26,1,5170,1859082750.6828964,359590.4740199026,30.0,0.9996831532775715,0.9947849294622086,0.9996349837786683,410,403,429,6,26,1,5169,1858743081.5106401,359594.3280152138,30.0,0.9996849812893033,0.9949667177776162,0.9996379298637388,5098,5097,691,690,288,287,87,86,4882,183148.08423498116,4882,183148.08423498116,201,589273.4499312132,201,589273.4499312132,60,1366101.0385824942,60,1366101.0385824942,13,3552735.107653975,12,3213065.935397723,14,1853391493.0024939,14,1853391493.0024939,0.9831721470019342,0.983362352485974,6512,6511,9501,9500
2026-07-29,1451,0,0,0.0,0.0,59986883.608133174,25,12278096.0,27,16136659.0,0,0.0,1399,31572128.60813318,465,387,483,12,91,2,5093,1855224187.6828961,364269.42620909016,30.0,0.9996838372299894,0.9952643582758502,0.9996422651049567,464,387,482,12,91,2,5092,1854982918.51064,364293.581797062,30.0,0.9996852714070024,0.9953938077740107,0.9996449301912756,5018,5017,689,688,286,285,83,82,4807,181140.1510450655,4807,181140.1510450655,203,598630.4213102143,203,598630.4213102143,57,1319422.4213493413,57,1319422.4213493413,12,2682494.077138534,11,2441224.9048822825,14,1850442500.6120532,14,1850442500.6120532,0.9837031219320637,0.9838963079340142,6524,6523,9534,9533
2026-07-30,1619,0,0,0.0,0.0,84865376.06856988,30,13493134.0,44,26818576.0,0,0.0,1545,44553666.06856988,393,457,496,94,37,0,5150,1841898745.6828961,357650.241880174,20.0,0.9996926008430681,0.9958671146405557,0.9996452498746106,393,456,495,94,37,0,5149,1840961580.0383704,357537.6927633269,20.0,0.9996958294486824,0.9963740738603861,0.9996477906882921,5073,5072,686,685,284,283,79,78,4866,181784.25649805553,4866,181784.25649805553,205,608333.9547007958,205,608333.9547007958,56,1309783.3059510724,56,1309783.3059510724,10,2512454.842462058,9,1575289.1979359386,13,1837286389.3232844,13,1837286389.3232844,0.9846601941747573,0.984851427461643,6618,6617,9670,9669
2026-07-31,1652,0,0,0.0,0.0,2767929339.098207,28,12397000.0,54,30940065.0,0,0.0,1570,2724592274.098207,455,475,504,35,25,0,5160,1823355680.6828964,353363.50400831323,20.0,0.9994885726237772,0.9945003535636652,0.99964216891663,454,474,503,35,25,0,5159,1823307079.5151014,353422.5779250051,20.0,0.9994891168268908,0.9945268624710778,0.9996449181019145,5083,5082,685,684,282,281,82,81,4878,181026.78409953247,4878,181026.78409953247,200,591620.9547007958,200,591620.9547007958,56,1275394.3668487277,55,1226793.1990542696,12,3975779.4657894373,12,3975779.4657894373,14,1817331859.1114578,14,1817331859.1114578,0.984108527131783,0.9842992828067455,6653,6652,9744,9743
2026-08-01,1549,0,0,0.0,0.0,214042531.95646268,37,25061000.0,58,41105336.0026077,0,0.0,1454,147876195.95385498,430,448,465,31,13,1,5179,1807311344.6802883,348969.17255846463,20.0,0.9994913590437156,0.9946016234006314,0.9996387905036345,430,447,464,31,13,1,5178,1805889716.869497,348762.0156179021,20.0,0.9994957054285833,0.9951549880431996,0.9996412804090213,5099,5098,689,688,283,282,80,79,4896,182589.75795990514,4896,182589.75795990514,203,598972.6628408416,203,598972.6628408416,55,1284917.7302212527,55,1284917.7302212527,10,2679087.1198739475,10,2679087.1198739475,15,1802565777.4093926,14,1801144149.5986013,0.9845530025101371,0.9847431440710699,6684,6683,9846,9845
2026-08-02,1233,0,0,0.0,0.0,58409728.90674888,28,10467783.0,29,12730683.0,0,0.0,1176,35211262.90674888,337,351,362,15,11,0,5183,1805048444.6802883,348263.253845319,20.0,0.9994937419377224,0.9948358860230944,0.9996433184018764,336,350,361,15,11,0,5182,1803168359.1421847,347967.64939061843,20.0,0.9994986077996004,0.995388957520239,0.9996457249481445,5104,5103,688,687,281,280,78,77,4902,183519.3013114174,4902,183519.3013114174,203,599092.6628408416,203,599092.6628408416,55,1285130.3063631002,55,1285130.3063631002,8,2242753.631650026,8,2242753.631650026,15,1800737948.7781231,14,1798857863.2400193,0.9849508006945784,0.9851408722500965,6699,6698,9912,9911
2026-08-03,1571,0,0,0.0,0.0,160467447.738038,87,54090064.0,46,15879926.0,0,0.0,1438,90497457.73803799,436,441,449,9,6,0,5186,1843258582.6802883,355429.7305592534,20.0,0.9994986356572062,0.9950522169333941,0.9996551605009549,435,440,448,9,6,0,5185,1842299759.62495,355313.3576904436,20.0,0.9995020592903561,0.9955700908580238,0.9996577004567432,5106,5105,689,688,281,280,77,76,4905,183230.70225815516,4905,183230.70225815516,204,596029.3064929121,204,596029.3064929121,54,1234046.1595847018,54,1234046.1595847018,9,3102747.434426126,8,2143924.379087558,14,1838142529.0775266,14,1838142529.0775266,0.9851523332047821,0.9853423336547734,6708,6707,9994,9993
2026-08-04,3640,0,0,0.0,0.0,100427654.98062982,51,29960390.0,36,18851555.0,0,0.0,3553,51615709.980629824,875,900,927,45,27,2,5206,1854367417.6802883,356198.1209528022,20.0,0.999505071179835,0.9955929780431995,0.9996559940922914,874,899,926,45,27,2,5205,1854222979.734665,356238.80494421994,20.0,0.9995059327252062,0.995670531501439,0.9996586638426652,5125,5124,720,719,283,282,74,73,4923,190698.96445554073,4923,190698.96445554073,209,603607.0247780422,209,603607.0247780422,53,1177070.0507544305,53,1177070.0507544305,6,1189851.8857047688,5,1045413.9400811945,15,1851206189.7545958,15,1851206189.7545958,0.9857856319631195,0.9859750240153698,6753,6752,10573,10572
2026-08-05,9495,0,0,0.0,0.0,92764215.62443183,52,32541953.0,24,9604784.0,0,0.0,9419,50617478.62443184,2777,2834,2863,77,33,0,5250,1877304586.6802888,357581.8260343407,20.0,0.9995112893720842,0.9957339601415294,0.9996593486830867,2776,2833,2862,77,33,0,5249,1877239638.5761862,357637.5764100183,20.0,0.9995118162868025,0.9957684102093699,0.9996620003825503,5169,5168,780,779,281,280,74,73,4969,194464.31683394036,4969,194464.31683394036,207,604367.4226469515,207,604367.4226469515,55,1253390.5137054867,54,1188442.409603114,4,945413.9400811945,4,945413.9400811945,15,1874306950.487021,15,1874306950.487021,0.985904761904762,0.9860925890645837,6830,6829,12998,12997
2026-08-06,1278,0,0,0.0,0.0,77841755.90904425,37,19423011.39023602,28,12511300.0,0,0.0,1213,45907444.51880824,384,379,396,5,16,0,5239,1884216298.0705247,359651.89884911716,20.0,0.9995147041608179,0.9957039199365364,0.9996694668051537,383,378,395,5,16,0,5238,1884016298.0705245,359682.378402162,20.0,0.99951570336076,0.9958096200752196,0.9996720856218626,5158,5157,772,771,277,276,72,71,4962,194858.06991621508,4962,194858.06991621508,205,595345.1531744894,205,595345.1531744894,52,1148106.9102221022,52,1148106.9102221022,5,1145413.9400811945,4,945413.9400811945,15,1881132573.9971304,15,1881132573.9971304,0.9862569192594006,0.9864452080946926,6835,6834,13018,13017
2026-08-07,1480,0,0,0.0,0.0,116298119.90377271,58,40656499.0,28,15681571.0,0,0.0,1394,59960049.90377271,383,385,405,12,14,0,5237,1909191226.0705247,364558.1871435029,20.0,0.9995202222814741,0.9959862835757589,0.9996728613503788,382,384,404,12,14,0,5236,1907830910.345492,364368.01190708403,20.0,0.9995238126805216,0.9965112986979067,0.9996752488723158,5154,5153,772,771,278,277,73,72,4959,195530.29669913196,4959,195530.29669913196,205,591487.1331744894,205,591487.1331744894,54,1260813.588976852,54,1260813.588976852,5,1608021.1622456622,5,1608021.1622456622,14,1905535373.8894286,13,1904175058.1643958,0.9860607217872828,0.9862490450725745,6847,6846,13037,13036
2026-08-08,1310,0,0,0.0,0.0,33336402.980247807,24,11340333.0,14,5017264.0,0,0.0,1272,16978805.980247807,322,314,327,3,9,0,5231,1915514295.0705247,366185.1070675826,20.0,0.9995213214953912,0.9960254666350958,0.999677451511035,321,313,326,2,9,0,5229,1914153339.345492,366064.8956484016,20.0,0.9995248781789127,0.9965491085061308,0.9996801686526978,5148,5146,770,768,276,275,72,71,4955,195793.29859955082,4954,195153.29859955082,204,589500.1331744894,204,589500.1331744894,53,1210626.9821048793,53,1210626.9821048793,5,1610255.0628298551,5,1610255.0628298551,14,1911908119.5938158,13,1910547803.868783,0.9862359013572931,0.9864218779881431,6850,6848,13046,13044
2026-08-09,871,0,0,0.0,0.0,27293997.55181056,13,4278000.0,33,9639992.0,0,0.0,825,13376005.551810559,255,258,272,13,9,0,5235,1910152303.0705247,364881.05120735907,20.0,0.9995219260884477,0.9961390742948412,0.9996747314510421,254,258,271,13,9,0,5233,1909291347.345492,364855.9807654294,20.0,0.9995246308672856,0.9965882627542847,0.9996775387534413,5151,5149,778,776,277,276,71,70,4958,198705.52504229342,4957,198065.52504229342,206,595064.1331744895,206,595064.1331744895,52,1110629.4119423528,52,1110629.4119423528,6,2470557.0575342583,5,1610241.3325015237,13,1905777346.942831,13,1905777346.942831,0.9864374403056352,0.9866233518058475,6863,6861,13061,13059
2026-08-10,1190,0,0,0.0,0.0,1042363808.5927745,43,17578112.0,27,8741609.0,0,0.0,1120,1016044087.5927745,382,369,393,8,22,0,5221,1918988806.0705245,367551.96438814874,20.0,0.9995228033409802,0.9961730751699277,0.999679126578584,382,369,393,8,22,0,5219,1918127850.345492,367527.85022906534,20.0,0.9995254965021604,0.9966202095525688,0.99968192292096,5136,5134,771,769,276,275,71,70,4945,196147.56099676678,4944,195507.56099676678,205,590602.1331744895,205,590602.1331744895,52,1110583.2975475541,52,1110583.2975475541,6,2446492.9188633855,5,1586177.1938306508,13,1914644980.1599424,13,1914644980.1599424,0.9864010725914576,0.986587468863767,6871,6869,13077,13075
2026-08-11,1191,0,0,0.0,0.0,49645510.7581833,33,16511500.0,18,6886884.0,0,0.0,1140,26247126.758183304,375,363,385,12,20,0,5213,1928613422.0705245,369962.29082496156,20.0,0.999521478578771,0.9958069493162118,0.9996808417533944,375,363,385,12,20,0,5211,1927752466.3454916,369939.064737189,20.0,0.9995242808455681,0.9962516877922396,0.9996836249005951,5124,5122,771,769,278,277,71,70,4935,195317.20794151124,4934,194677.20794151124,207,591202.8605347218,207,591202.8605347218,52,1109128.6653202435,52,1109128.6653202435,5,2190772.094379473,4,1330456.3693467383,14,1924527001.2423487,14,1924527001.2423487,0.9863802033378093,0.9865668777585876,6883,6881,13103,13101
2026-08-12,2924,0,0,0.0,0.0,56967056.71412298,45,21214532.0,13,4865085.0,0,0.0,2866,30887439.714122977,819,1165,1183,33,16,5,5235,1944962869.0705247,371530.634015382,20.00063552886842,0.9995231837773023,0.9953346374436302,0.9996840975563251,819,1164,1182,33,16,5,5233,1943101560.3454916,371316.94254643447,20.00063533761496,0.9995292853337966,0.9962880745067304,0.9996889413628548,5121,5119,775,773,275,273,72,70,4960,197165.85296945658,4960,197165.85296945658,203,583250.2663665095,203,583250.2663665095,52,1109047.0917239543,52,1109047.0917239543,5,2183500.731831312,4,1323185.0067985775,15,1940889905.127633,14,1939888912.127633,0.9862464183381089,0.9866233518058475,6916,6914,13126,13124
2026-08-13,1366,0,0,0.0,0.0,49332878.43947407,34,15674437.0,22,9208284.0,0,0.0,1310,24450157.439474072,363,355,374,5,16,0,5224,1951429022.0705245,373550.7316367773,20.000635241988228,0.9995266973355641,0.9958181629979994,0.9996883134630616,363,355,374,5,16,0,5222,1949567713.345492,373337.3637199333,20.000634953514265,0.9995324650842367,0.9967688994215902,0.9996931436903294,5110,5108,770,768,275,273,70,68,4949,196307.48374383396,4949,196307.48374383396,205,587941.2663665095,205,587941.2663665095,51,1097540.7516830205,51,1097540.7516830205,5,2277775.5894792476,4,1417459.864446513,14,1947269456.9792519,13,1946268463.9792519,0.9866003062787136,0.9869781692837993,6921,6919,13141,13139
2026-08-14,2223,0,0,0.0,0.0,50281388.986702144,30,12333015.0,21,12591036.61827,0,0.0,2172,25357337.368432146,432,525,543,87,12,8,5307,1951171000.4522543,367659.88325838593,30.0,0.9995300484087823,0.9957854972242796,0.9996727018079579,432,525,543,87,12,8,5305,1949309691.7272217,367447.6327478269,28.0,0.9995357483224724,0.9967363283016145,0.999677519306716,5194,5192,852,850,280,278,71,69,5027,207546.81933797934,5027,207546.81933797934,209,605844.5981263818,209,605844.5981263818,52,1107333.7299080195,52,1107333.7299080195,5,2301497.4499392295,4,1441181.7249064948,14,1946948777.8549428,13,1945947784.8549428,0.9866214433766723,0.9869934024505184,7008,7006,13286,13284
2026-08-15,1081,0,0,0.0,0.0,39322343.50508169,23,10635186.0,18,8486406.0,0,0.0,1040,20200751.505081695,347,346,361,9,9,0,5307,1953319780.4522545,368064.77867952787,21.0,0.9995295560134938,0.9955819112956981,0.9996777139726961,347,346,361,9,9,0,5305,1951458471.7272217,367852.6808156874,21.0,0.9995354059508087,0.9965315012177113,0.9996825309474573,5192,5190,846,844,277,275,71,69,5030,206073.75062051043,5030,206073.75062051043,206,595410.5785011571,206,595410.5785011571,51,1097296.771277538,51,1097296.771277538,6,2730165.9575067274,5,1869850.2324739925,14,1948690833.3943486,13,1947689840.3943486,0.9866214433766723,0.9869934024505184,7017,7015,13309,13307
2026-08-16,1125,0,0,0.0,0.0,50861301.636293314,26,10752040.0,19,11443600.0,0,0.0,1080,28665661.63629331,355,354,364,5,9,0,5303,1952628220.4522545,368211.99706812267,20.00318130047071,0.9995260306710245,0.9952004134602349,0.9996739813022653,355,354,364,5,9,0,5301,1950766911.7272215,367999.79470424855,20.00129610875238,0.9995321697659764,0.9961499760151431,0.9996787964231785,5186,5184,844,842,278,276,73,71,5025,205289.38811652295,5025,205289.38811652295,205,593318.3215172987,205,593318.3215172987,51,1097040.5196510684,51,1097040.5196510684,8,3475166.894763195,7,2614851.1697304603,14,1947257405.3282065,13,1946256412.3282065,0.9862342070526118,0.9866063006979815,7022,7020,13329,13327
2026-08-17,1191,0,0,0.0,0.0,66762440.37328938,41,23665000.0,17,9085867.0,0,0.0,1133,34011573.37328938,342,341,356,6,7,0,5302,1967207353.4522543,371031.1869958986,20.00105733199665,0.9995325408882868,0.9959375384691892,0.9996787366651143,341,340,354,6,7,0,5300,1965446044.727222,370838.8763636268,20.000811862963637,0.9995374494394385,0.9966297174683241,0.999683536672782,5184,5182,845,843,277,275,71,69,5025,205745.74145752293,5025,205745.74145752293,206,602483.7926987701,206,602483.7926987701,51,1096709.5185047253,51,1096709.5185047253,6,2079485.143867361,5,1719169.4188346262,14,1963222929.2557263,13,1961821936.2557263,0.9866088268577895,0.9869811320754717,7028,7026,13348,13346
2026-08-18,1342,0,0,0.0,0.0,69819422.79057558,51,25204869.0,23,9189474.0,0,0.0,1268,35425079.79057557,370,380,389,10,4,5,5313,1983222748.4522545,373277.3853665075,22.0,0.9995362276690963,0.9960810957153052,0.9996809276689314,370,380,389,10,4,5,5311,1981461439.727222,373086.31890928675,21.0,0.9995410026047536,0.9967678077034582,0.9996856908275424,5194,5192,856,854,277,275,71,69,5036,209130.63605625473,5036,209130.63605625473,206,595561.1172036179,206,595561.1172036179,52,1106623.2113178226,52,1106623.2113178226,5,1853465.1618360141,4,1493149.4368032794,14,1979457968.325841,13,1978056975.325841,0.9866365518539432,0.9870080964036905,7038,7036,13367,13365
2026-08-19,1051,0,0,0.0,0.0,54834675.089371435,31,13271660.0,26,12627003.0,0,0.0,994,28936012.08937144,325,323,336,7,8,0,5312,1983867405.4522545,373469.0145806202,22.87649205323156,0.999538130336858,0.9963586355993739,0.9996829399955087,324,323,335,7,8,0,5310,1983127940.959124,373470.4220262004,22.25149205323156,0.9995408637363113,0.9967301556703853,0.9996878643098621,5193,5191,855,853,277,275,71,69,5035,209309.35016832245,5035,209309.35016832245,206,591615.9061974941,206,591615.9061974941,52,1192034.2729677688,52,1192034.2729677688,6,2231024.6164426524,4,1491560.1233123178,13,1979643421.3064783,13,1979643421.3064783,0.9866340361445783,0.9870056497175141,7045,7043,13384,13382
2026-08-20,1274,0,0,0.0,0.0,65405281.28341587,37,19786594.0,21,10794497.0,0,0.0,1216,34824190.28341587,356,355,368,7,9,0,5310,1992859502.452255,375303.10780645104,22.87649205323156,0.9995418077327767,0.9968448435936311,0.9996821514665261,356,355,368,7,9,0,5308,1992120037.9591243,375305.2068498727,22.25149205323156,0.9995444337807061,0.9972148671629704,0.9996870532606497,5190,5188,855,853,277,275,72,70,5033,209352.3173754049,5033,209352.3173754049,205,590995.4007809745,205,590995.4007809745,53,1203074.6781696088,53,1203074.6781696088,7,2284361.0298289964,5,1544896.536698662,12,1988571719.0260997,12,1988571719.0260997,0.9864406779661017,0.9868123587038432,7052,7050,13407,13405
2026-08-21,3700,0,0,0.0,0.0,52943496.335685834,30,12279054.44604541,29,12464733.827128548,0,0.0,3641,28199708.062511873,544,789,802,246,14,2,5544,1992673823.071171,359428.90026536275,30.0,0.9995558263107855,0.9968612040705717,0.999672115856513,544,789,802,246,14,2,5542,1991934358.5780413,359425.1819880984,30.0,0.9995583183221062,0.9972312682053732,0.9996770143820468,5425,5423,977,975,277,275,71,69,5267,228386.165311512,5267,228386.165311512,206,597006.8177303448,206,597006.8177303448,53,1204931.904075057,53,1204931.904075057,6,2224271.5974176237,4,1484807.104287289,12,1988419226.5866368,12,1988419226.5866368,0.9871933621933622,0.987549621075424,7298,7296,13802,13800
2026-08-22,1365,0,0,0.0,0.0,13513326.571843846,12,1117600.0,23,5568624.70834878,0,0.0,1330,6827101.863495066,370,362,381,4,19,0,5529,1988222798.3628225,359598.98686251085,29.0,0.999554956939854,0.9968555530947366,0.9996778047399063,370,362,381,4,19,0,5527,1987483333.8696923,359595.32004155824,28.0,0.9995574570950311,0.9972264438960485,0.9996827163524358,5410,5408,969,967,273,271,71,69,5256,227260.165311512,5256,227260.165311512,202,585372.6446601732,202,585372.6446601732,53,1205598.0211574957,53,1205598.0211574957,6,2233630.1941571496,4,1494165.7010268152,12,1983970937.3375363,12,1983970937.3375363,0.987158618194972,0.9875158313732586,7302,7300,13813,13811
2026-08-23,1193,0,0,0.0,0.0,25538409.37080324,9,2908984.0,22,9804070.0,0,0.0,1162,12825355.37080324,306,306,311,3,1,0,5531,1981327712.3628225,358222.3309280099,30.0,0.9995537332429981,0.9968236689250548,0.9996741123943462,306,306,311,3,1,0,5529,1980588247.8696923,358218.167456989,29.0,0.9995562555135135,0.9971958390163773,0.999679039727272,5412,5410,971,969,274,272,72,70,5257,227356.34786645384,5257,227356.34786645384,202,585370.6446601732,202,585370.6446601732,54,1245797.7776248779,54,1245797.7776248779,6,2234828.0122768553,4,1495363.5191465206,12,1977034359.5803943,12,1977034359.5803943,0.9869824624841801,0.9873394827274371,7305,7303,13824,13822
2026-08-24,1418,0,0,0.0,0.0,89008824.15856282,28,7783170.0,61,36406722.0,0,0.0,1329,44818932.158562824,411,389,421,5,26,1,5511,1952704160.3628225,354328.46313968836,30.0,0.9995486083898328,0.9967735323928376,0.9996697105917137,411,389,421,5,26,1,5509,1951964695.8696923,354322.87091481074,30.0,0.9995511758721997,0.9971511409819971,0.9996747085113639,5391,5389,967,965,274,272,72,70,5237,226624.70535314904,5237,226624.70535314904,202,585431.7391696234,202,585431.7391696234,54,1245789.0897498545,54,1245789.0897498545,6,2242491.185509449,4,1503026.6923791142,12,1948403823.6430407,12,1948403823.6430407,0.9869352204681546,0.9872935196950444,7310,7308,13839,13837
2026-08-25,1413,0,0,0.0,0.0,77097567.67374407,42,7509430.0,63,30804347.0,0,0.0,1308,38783790.67374407,432,391,439,2,42,1,5472,1929409243.3628223,352596.71845080814,30.0,0.999543299246893,0.9968012561240434,0.9996700894723057,432,391,439,2,42,1,5470,1928669778.869692,352590.4531754464,30.0,0.9995459105349849,0.997183436186015,0.9996751479032436,5351,5349,963,961,274,272,71,69,5198,225103.97055186843,5198,225103.97055186843,203,583497.3939028825,203,583497.3939028825,53,1236095.6513722504,53,1236095.6513722504,6,2126988.9855944565,4,1387524.492464122,12,1925237557.361401,12,1925237557.361401,0.9870248538011696,0.9873857404021937,7312,7310,13856,13854
2026-08-26,1282,0,0,0.0,0.0,82997938.26117785,28,9245719.0,66,27339553.0,0,0.0,1188,46412666.26117785,406,403,416,5,14,2,5465,1911315409.3628225,349737.49485138565,30.0,0.9995426816462233,0.9970984102127749,0.9996759883697988,406,403,416,5,14,2,5463,1910575944.8696923,349730.17478852137,30.0,0.9995452029589641,0.9974843246656857,0.9996810429066333,5344,5342,961,959,269,267,69,67,5196,227415.64975144612,5196,227415.64975144612,200,573951.7147033048,200,573951.7147033048,51,1167354.6520518982,51,1167354.6520518982,6,1577131.2554667366,4,837666.762336402,12,1907769556.0908494,12,1907769556.0908494,0.9873741994510522,0.9877356763682958,7317,7315,13875,13873
2026-08-27,1383,0,0,0.0,0.0,102013717.1851102,19,4283185.0,68,43724286.0,0,0.0,1296,54006246.1851102,423,418,468,37,49,1,5454,1871874308.3628223,343211.2776609502,30.0,0.9995342652327492,0.9970265278380706,0.9996546395135998,423,418,468,37,49,1,5452,1871134843.869692,343201.5487655341,30.0,0.9995368502580795,0.9974205484606145,0.9996597921565528,5333,5331,961,959,303,301,69,67,5151,222009.47925144614,5151,222009.47925144614,234,606550.8852033047,234,606550.8852033047,51,1167471.9651188618,51,1167471.9651188618,6,1569933.8169747107,4,830469.3238443761,12,1868308342.2162743,12,1868308342.2162743,0.9873487348734874,0.9877109317681585,7354,7352,13934,13932
2026-08-28,1736,0,0,0.0,0.0,72543590.42578349,21,6512157.0,45,28991133.0,0,0.0,1670,37040300.42578349,464,562,573,105,8,0,5551,1849395332.362822,333164.35459607677,30.0,0.9995353358049085,0.997132076869142,0.999638070665637,464,562,573,105,8,0,5549,1848655867.869692,333151.1746025756,30.0,0.9995378547414886,0.9975309308573942,0.9996433336062832,5430,5428,1053,1051,312,310,70,68,5239,231188.47925144614,5239,231188.47925144614,242,615250.8852033047,242,615250.8852033047,52,1177211.1015582264,52,1177211.1015582264,6,1280273.1857718187,4,540808.6926414842,12,1846091408.7110376,12,1846091408.7110376,0.987389659520807,0.9877455397368895,7459,7457,14135,14133
