date,transfers,mint_count,burn_count,mint_volume,burn_volume,p2p_volume,issuance_count,issuance_volume,redemption_count,redemption_volume,internal_count,internal_volume,transfer_count,transfer_volume,unique_senders,unique_receivers,active_addresses,new_addresses,zeroed_addresses,resurrected_addresses,holders_gt0,circulating_supply,mean_balance,median_balance,gini,top10_share,top100_share,unique_senders_ex_hub,unique_receivers_ex_hub,active_addresses_ex_hub,new_addresses_ex_hub,zeroed_addresses_ex_hub,resurrected_addresses_ex_hub,holders_gt0_ex_hub,circulating_supply_ex_hub,mean_balance_ex_hub,median_balance_ex_hub,gini_ex_hub,top10_share_ex_hub,top100_share_ex_hub,holders_ge1,holders_ge1_ex_hub,holders_ge100,holders_ge100_ex_hub,holders_ge1000,holders_ge1000_ex_hub,holders_ge10000,holders_ge10000_ex_hub,n_lt_1k,val_lt_1k,n_lt_1k_ex_hub,val_lt_1k_ex_hub,n_1k_10k,val_1k_10k,n_1k_10k_ex_hub,val_1k_10k_ex_hub,n_10k_100k,val_10k_100k,n_10k_100k_ex_hub,val_10k_100k_ex_hub,n_100k_1m,val_100k_1m,n_100k_1m_ex_hub,val_100k_1m_ex_hub,n_ge_1m,val_ge_1m,n_ge_1m_ex_hub,val_ge_1m_ex_hub,share_holders_lt10k,share_holders_lt10k_ex_hub,cumulative_adopters,cumulative_adopters_ex_hub,cumulative_adopters_event,cumulative_adopters_event_ex_hub
2026-06-11,128,0,0,0.0,0.0,3806549.865592044,10,1556605.59021352,5,2222000.0,0,0.0,113,27944.275378523667,18,29,37,5,4,1,806,262358371.37993193,325506.6642430917,99999.99999999999,0.652325898914242,0.038615123453899176,0.3816613485712082,18,29,37,5,4,1,805,262358371.3799305,325911.02034773974,99999.99999999999,0.6518940056209765,0.03861512345389939,0.3816613485712103,762,762,728,728,699,699,508,508,107,8811.042735285788,106,8811.04273388183,191,626412.8792601132,191,626412.8792601132,207,14629207.03768335,207,14629207.03768335,82,27961890.59044246,82,27961890.59044246,219,219132049.82981068,219,219132049.82981068,0.369727047146402,0.368944099378882,882,881,938,937
2026-06-12,114,0,0,0.0,0.0,30910336.48098554,37,28800000.0,3,1300000.0,0,0.0,74,810336.4809855402,23,62,70,3,4,1,806,289858371.3799319,359625.7709428436,99999.99999999999,0.6820678484726644,0.06899921470194488,0.4399805643793121,23,62,70,3,4,1,805,289858371.3799305,360072.51103096956,99999.99999999999,0.6816729017005889,0.06899921470194523,0.43998056437931427,761,761,727,727,697,697,506,506,109,9248.042735285788,108,9248.04273388183,191,624643.2136977965,191,624643.2136977965,203,14230639.703245666,203,14230639.703245666,84,28461790.59044246,84,28461790.59044246,219,246532049.8298107,219,246532049.8298107,0.37220843672456577,0.37142857142857144,885,884,941,940
2026-06-13,144,0,0,0.0,0.0,56408610.0630468,79,53898000.0,7,506000.0,0,0.0,58,2004610.063046799,28,100,109,25,7,3,827,343250371.3799319,415054.8626117677,99999.99999999999,0.712881975153895,0.05829563976742687,0.5163346192964164,28,100,109,25,7,3,826,343250371.3799305,415557.3503388989,99999.99999999999,0.7125343746395604,0.05829563976742711,0.5163346192964186,769,769,731,731,701,701,510,510,126,9248.04273528579,125,9248.042733881832,191,626696.9068683123,191,626696.9068683123,203,14320586.01007515,203,14320586.01007515,83,27061790.59044246,83,27061790.59044246,224,301232049.82981074,224,301232049.82981074,0.38331318016928656,0.38256658595641646,910,909,968,967
2026-06-14,60,0,0,0.0,0.0,12122067.750357516,14,9910000.0,7,2206200.0,0,0.0,39,5867.750357515722,13,26,32,4,2,0,829,350954171.3799319,423346.4069721736,99999.99999999999,0.7130505049761693,0.057015991351012624,0.5212419875521987,13,26,32,4,2,0,828,350954171.3799305,423857.6949032977,99999.99999999999,0.7127039476150361,0.05701599135101285,0.5212419875522009,772,772,735,735,703,703,513,513,126,10317.494343210628,125,10317.494341806669,190,623696.9078683122,190,623696.9078683122,204,14329316.557467226,204,14329316.557467226,83,27058790.59044246,83,27058790.59044246,226,308932049.82981074,226,308932049.82981074,0.38118214716525933,0.3804347826086957,914,913,972,971
2026-06-15,105,0,0,0.0,0.0,27500678.66917452,41,19913002.0,13,7576000.0,0,0.0,51,11676.66917451984,23,57,72,5,5,2,831,363291173.3799319,437173.4938386666,99999.99999999999,0.7132050548518646,0.05510731189459143,0.5258293204664,23,57,72,5,5,2,830,363291173.3799305,437700.2088914825,99999.99999999999,0.7128595187733796,0.05510731189459165,0.5258293204664021,774,774,739,739,707,707,515,515,124,10544.494343210627,123,10544.494341806669,192,629696.9078683122,192,629696.9078683122,203,14333089.557467226,203,14333089.557467226,83,26378691.59044246,83,26378691.59044246,229,321939150.82981074,229,321939150.82981074,0.3802647412755716,0.3795180722891566,919,918,977,976
2026-06-16,78,0,0,0.0,0.0,14779951.568488257,12,7508000.0,14,7265000.0,0,0.0,52,6951.568488256284,22,23,38,6,9,0,828,363534173.3799319,439050.9340337342,99999.99999999999,0.7178050712815588,0.057821251588449314,0.5370309483833995,22,23,38,6,9,0,827,363534173.3799305,439581.82996364025,99999.99999999999,0.7174638440400678,0.05782125158844954,0.5370309483834016,771,771,738,738,703,703,508,508,125,11256.897122418619,124,11256.89712101466,195,646468.910909056,195,646468.910909056,199,14108605.151647273,199,14108605.151647273,84,26428691.59044246,84,26428691.59044246,225,322339150.82981074,225,322339150.82981074,0.3864734299516908,0.3857315598548972,925,924,982,981
2026-06-17,80,0,0,0.0,0.0,14505902.394953797,28,11770000.0,7,2730000.0,0,0.0,45,5902.394953796463,14,41,47,23,1,0,850,372574173.3799319,438322.556917567,99999.99999999999,0.7198289935323992,0.06178635703909994,0.5299054953513163,14,41,47,23,1,0,849,372574173.3799305,438838.83790333394,99999.99999999999,0.7194989923469313,0.061786357039100175,0.5299054953513183,793,793,760,760,714,714,518,518,136,15858.897122418617,135,15858.897121014657,196,653384.0299347406,196,653384.0299347406,201,14034088.03262159,201,14034088.03262159,86,27331691.59044246,86,27331691.59044246,231,330539150.82981074,231,330539150.82981074,0.3905882352941176,0.38987043580683156,948,947,1007,1006
2026-06-18,92,0,0,0.0,0.0,25581183.291280396,34,15349995.02929167,10,1223996.0,0,0.0,48,9007192.261988727,16,35,43,13,8,1,856,386700172.40922356,451752.5378612425,99999.99999999999,0.7203521950829572,0.06470129233230004,0.528117170539769,16,35,43,13,8,1,855,386700172.4092222,452280.90340259904,99999.99999999999,0.7200251216269201,0.06470129233230026,0.5281171705397709,800,800,767,767,721,721,521,521,135,16057.926414088617,134,16057.926412684657,200,666123.2724338926,200,666123.2724338926,201,13944148.790122438,201,13944148.790122438,85,27734691.59044246,85,27734691.59044246,235,344339150.82981074,235,344339150.82981074,0.39135514018691586,0.3906432748538012,961,960,1021,1020
2026-06-19,91,0,0,0.0,0.0,18084518.526060425,27,12824191.0,10,5203000.0,0,0.0,54,57327.52606042407,19,39,50,17,6,2,869,394321363.4092236,453764.51485526306,99999.99999999999,0.723346690051689,0.06792541156894742,0.5238986777533742,19,39,50,17,6,2,868,394321363.4092221,454287.28503366606,99999.99999999999,0.7230279650402339,0.06792541156894769,0.5238986777533762,812,812,774,774,726,726,525,525,143,16382.926414094743,142,16382.926412690787,201,669688.497790037,201,669688.497790037,203,14096965.564766288,203,14096965.564766288,83,26234693.59044246,83,26234693.59044246,239,353303632.82981074,239,353303632.82981074,0.3958573072497123,0.3951612903225806,978,977,1039,1038
2026-06-20,148,0,0,0.0,0.0,4567750.425019852,13,2949500.0,5,1350500.0,0,0.0,130,267750.42501985235,22,72,80,35,4,1,901,395920363.40922356,439423.2668248874,99999.99999999999,0.7317952695448767,0.06763812719660717,0.5217622809829627,22,72,80,35,4,1,900,395920363.4092222,439911.51489913574,99999.99999999999,0.7314972642888216,0.0676381271966074,0.5217622809829645,841,841,793,793,733,733,529,529,168,19744.435768662,167,19744.43576725804,204,687733.484833474,204,687733.484833474,203,13881527.068368282,203,13881527.068368282,86,26834945.59044246,86,26834945.59044246,240,354496412.82981074,240,354496412.82981074,0.41287458379578246,0.4122222222222222,1013,1012,1074,1073
2026-06-21,204,0,0,0.0,0.0,3262921.4502810207,10,1258000.0,2,2000000.0,0,0.0,192,4921.450281020651,15,89,96,20,1,0,920,395178363.40922356,429541.6993578517,26505.0,0.7371230834987247,0.06775975731310753,0.5222382600089059,15,89,96,20,1,0,919,395178363.4092221,430009.1005541046,30000.0,0.7368370367995999,0.06775975731310778,0.5222382600089078,859,859,803,803,740,740,532,532,180,20461.199412611997,179,20461.199411208036,208,708523.484833474,208,708523.484833474,197,13019170.304724334,197,13019170.304724334,95,27735671.59044246,95,27735671.59044246,240,353694536.82981074,240,353694536.82981074,0.4217391304347826,0.4211099020674646,1033,1032,1094,1093
2026-06-22,218,0,0,0.0,0.0,16907669.35563796,24,10594000.0,16,6286000.0,0,0.0,178,27669.355637961267,28,126,138,32,6,7,953,399486363.40922356,419188.20924367633,10000.0,0.7427137289536682,0.06701990704141726,0.5165978860925372,28,126,138,32,6,7,952,399486363.4092221,419628.5329928804,10000.0,0.7424434702656003,0.0670199070414175,0.5165978860925391,892,892,811,811,745,745,534,534,208,21665.19945179264,207,21665.19945038868,211,725532.484833474,211,725532.484833474,191,12383030.304685153,191,12383030.304685153,99,28859161.63044246,99,28859161.63044246,244,357496973.7898107,244,357496973.7898107,0.43966421825813223,0.43907563025210083,1065,1064,1127,1126
2026-06-23,291,0,0,0.0,0.0,16288705.963335427,29,13140950.0,5,3127000.0,0,0.0,257,20755.963335425764,15,122,130,37,2,2,990,409500313.40922356,413636.68021133693,10000.0,0.7510040846723892,0.07269636648666233,0.5122581104605209,15,122,130,37,2,2,989,409500313.4092222,414054.9175017413,10000.0,0.7507523193383936,0.07269636648666257,0.5122581104605226,927,927,833,833,761,761,542,542,229,27564.25945179264,228,27564.25945038868,219,753946.681384244,219,753946.681384244,193,12495030.108134383,193,12495030.108134383,104,31124083.63044246,104,31124083.63044246,245,365099688.7298107,245,365099688.7298107,0.45252525252525255,0.45197168857431747,1102,1101,1165,1164
2026-06-24,420,0,0,0.0,0.0,13914060.093493152,19,7630000.0,13,4274030.0,0,0.0,388,2010030.0934931522,28,134,152,27,7,0,1010,412856283.40922356,408768.5974348748,10000.0,0.7616816627986673,0.08663253601144283,0.522624282179399,28,134,152,27,7,0,1009,412856283.4092222,409173.7199298535,10000.0,0.7614454701949059,0.0866325360114431,0.5226242821794007,944,944,838,838,763,763,539,539,247,30001.316163455136,246,30001.31616205118,224,770607.681384244,224,770607.681384244,190,12285071.07142272,190,12285071.07142272,107,31375332.63044246,107,31375332.63044246,242,368395270.70981073,242,368395270.70981073,0.46633663366336636,0.4658077304261645,1129,1128,1192,1191
2026-06-25,223,0,0,0.0,0.0,40218996.1536327,33,17735818.66441955,18,9423001.0,0,0.0,172,13060176.48921315,25,74,89,14,7,2,1019,421169101.07364315,413316.0952636341,10000.0,0.773650600436946,0.11548851213445277,0.5429071320215835,25,74,89,14,7,2,1018,421169101.0736417,413722.10321575805,10000.0,0.773428253286104,0.11548851213445317,0.5429071320215852,955,955,846,846,769,769,539,539,250,29789.980583005134,249,29789.98058160118,230,791429.681384244,230,791429.681384244,194,12510071.07142272,194,12510071.07142272,106,30152346.63044246,106,30152346.63044246,239,377685463.70981073,239,377685463.70981073,0.47105004906771347,0.47053045186640474,1143,1142,1206,1205
2026-06-26,517,0,0,0.0,0.0,12652403.179428251,19,7757140.0,9,3720080.0,0,0.0,489,1175183.1794282524,29,203,211,78,3,1,1095,425206161.07364315,388316.1288343773,8999.78038918,0.7888494583821997,0.12048938950140654,0.5438749196297449,29,203,211,78,3,1,1094,425206161.0736417,388671.07959199423,9077.811892489106,0.788656450574511,0.12048938950140695,0.5438749196297467,1028,1028,909,909,792,792,546,546,303,40470.66847301811,302,40470.668471614146,246,852742.681384244,246,852742.681384244,194,12144100.347909123,194,12144100.347909123,111,30279485.746066045,111,30279485.746066045,241,381889361.6298107,241,381889361.6298107,0.5013698630136987,0.5009140767824497,1221,1220,1291,1290
2026-06-27,195,0,0,0.0,0.0,2363617.3741843486,5,1020200.0,1,165189.0,0,0.0,189,1178228.3741843489,18,102,110,17,5,1,1108,426061172.0736431,384531.74374877533,6000.0,0.7926072412614295,0.12233646522239479,0.5451228412803021,18,102,110,17,5,1,1107,426061172.0736417,384879.1075642653,6000.0,0.7924198945959081,0.12233646522239518,0.5451228412803039,1038,1038,913,913,796,796,545,545,312,40857.118978408704,311,40857.11897700475,251,874539.6063842439,251,874539.6063842439,192,11909754.088027317,192,11909754.088027317,113,30349114.63044246,113,30349114.63044246,240,382886906.6298107,240,382886906.6298107,0.5081227436823105,0.5076784101174345,1238,1237,1308,1307
2026-06-28,263,0,0,0.0,0.0,6070299.186304829,6,1017555.0,13,4037928.0,0,0.0,244,1014816.186304829,23,108,121,11,2,0,1117,423040799.0736431,378729.4530650341,5555.0,0.7953486056182466,0.1234528060989894,0.5490068172350664,23,108,121,11,2,0,1116,423040799.0736417,379068.81637423096,5651.5,0.7951652262326057,0.1234528060989898,0.5490068172350682,1046,1046,917,917,801,801,544,544,316,40912.00428135885,315,40912.00427995489,257,883509.6063842439,257,883509.6063842439,191,11755998.222724367,191,11755998.222724367,116,31876036.63044246,116,31876036.63044246,237,378484342.6098107,237,378484342.6098107,0.5129811996418979,0.5125448028673835,1249,1248,1320,1319
2026-06-29,301,1,0,410000000.0,0.0,13518407.018303342,18,6634000.0,12,6875160.0,0,0.0,270,9247.018303342633,22,133,145,20,2,1,1136,422799639.07364315,372182.78087468585,5095.639324500001,0.7998673457251911,0.12568213122515076,0.555438065544554,22,133,145,20,2,1,1135,422799639.0736417,372510.69521906757,5110.000000000001,0.7996910173954395,0.12568213122515118,0.5554380655445559,1065,1065,924,924,807,807,545,545,329,41261.3710620348,328,41261.371060630845,262,906432.6063842439,262,906432.6063842439,187,11310261.87594369,187,11310261.87594369,122,33078511.63044246,122,33078511.63044246,236,377463171.5898107,236,377463171.5898107,0.5202464788732394,0.5198237885462555,1269,1268,1340,1339
2026-06-30,839,0,0,0.0,0.0,355930975.77019006,66,41735156.0,47,21773360.0,0,0.0,726,292422459.77019006,432,141,457,16,396,0,756,442761435.0736432,585663.2739069355,3000.0,0.9473280141987539,0.6904866495234276,0.9541414391068601,432,141,457,16,396,0,755,442761435.0736418,586438.9868525057,3000.0,0.9472582499791556,0.6904866495234299,0.9541414391068632,687,687,578,578,488,488,278,278,268,31345.60281146098,267,31345.60281005702,210,695331.775156761,210,695331.775156761,129,7249384.2630479345,129,7249384.2630479345,54,15654192.59044246,54,15654192.59044246,95,419131180.84218454,95,419131180.84218454,0.6322751322751323,0.6317880794701987,1285,1284,1372,1371
2026-07-01,967,0,0,0.0,0.0,310691475.83583456,147,107332694.0,23,11133672.0,0,0.0,797,192225109.83583456,295,232,318,7,113,0,650,538960457.0736431,829169.9339594509,3000.0,0.9821051857008377,0.8758241727605066,0.9912937026186849,295,232,318,7,113,0,649,538960457.0736418,830447.5455680151,3000.0,0.9820776127974543,0.8758241727605087,0.9912937026186873,584,584,478,478,391,391,194,194,259,30894.07291177984,258,30894.07291037588,197,642730.9845726008,197,642730.9845726008,113,5918724.958568302,113,5918724.958568302,29,7526970.59044246,29,7526970.59044246,52,524841136.46714795,52,524841136.46714795,0.7015384615384616,0.7010785824345146,1292,1291,1425,1424
2026-07-02,755,0,0,0.0,0.0,237019048.61822715,166,92649441.0,22,7635084.0,0,0.0,567,136734523.61822715,274,230,294,11,66,1,596,623974814.0736431,1046937.6075061125,3000.0,0.9919780449312691,0.9500778782990771,0.9981711059386479,274,230,294,11,66,1,595,623974814.0736417,1048697.1665103221,3000.0,0.991964562653847,0.9500778782990793,0.9981711059386501,529,529,421,421,338,338,151,151,258,29549.552265503764,257,29549.552264099802,187,601632.2796269758,187,601632.2796269758,104,5104874.184160201,104,5104874.184160201,18,4607630.59044246,18,4607630.59044246,29,613631127.467148,29,613631127.467148,0.7466442953020134,0.746218487394958,1303,1302,1497,1496
2026-07-03,920,1,0,1430000000.0,0.0,285626608.92093444,204,137312782.0,26,4599540.0,0,0.0,689,143714286.9209344,266,259,280,5,25,0,576,756688056.0736433,1313694.5417945196,2935.0913269150005,0.9940056366891201,0.9661614711624267,0.9987057027205614,266,259,280,5,25,0,575,756688056.0736418,1315979.2279541597,2995.03,0.9939952117094526,0.9661614711624287,0.9987057027205634,509,509,401,401,319,319,136,136,257,29363.552265503764,256,29363.552264099802,183,590015.7400941832,183,590015.7400941832,96,4474820.723692993,96,4474820.723692993,15,3807620.59044246,15,3807620.59044246,25,747786235.4671481,25,747786235.4671481,0.7638888888888888,0.7634782608695653,1308,1307,1585,1584
2026-07-04,1231,0,0,0.0,0.0,305431555.3520411,259,137430513.0,30,8227931.928990511,0,0.0,942,159773110.4230506,339,335,352,6,19,0,563,885890637.1446527,1573518.005585529,1658.81615319,0.9955462173320089,0.9796038892590266,0.9990619580348257,339,335,352,6,19,0,562,885890637.1446514,1576317.859687992,1675.33849238,0.9955382924518197,0.9796038892590281,0.9990619580348272,496,496,385,385,304,304,122,122,259,29567.96275822439,258,29567.962756820427,182,581434.631438406,182,581434.631438406,89,3874850.3549546394,89,3874850.3549546394,13,3582620.59044246,13,3582620.59044246,20,877822163.6050589,20,877822163.6050589,0.783303730017762,0.7829181494661922,1314,1313,1728,1727
2026-07-05,804,0,0,0.0,0.0,225210922.1022936,164,104276883.0,15,6973328.0,0,0.0,625,113960711.10229361,246,241,256,8,15,0,556,983194192.1446528,1768334.8779580088,1310.091923405,0.9961063041201578,0.9841288189795694,0.999244896292131,246,241,256,8,15,0,555,983194192.1446514,1771521.0669272998,1341.18384681,0.9960992884519084,0.9841288189795708,0.9992448962921324,489,489,375,375,294,294,114,114,262,29394.541656180223,261,29394.541654776265,180,573019.0383873745,180,573019.0383873745,84,3464709.421720176,84,3464709.421720176,12,3537210.0,12,3537210.0,18,975589859.142889,18,975589859.142889,0.7949640287769785,0.7945945945945946,1322,1321,1790,1789
2026-07-06,1325,0,0,0.0,0.0,365934173.3115379,260,170695735.0,23,9195054.0,0,0.0,1042,186043384.31153792,403,387,417,5,30,3,534,1144694873.1446524,2143623.357948787,1000.0,0.9966704747663002,0.989441928959676,0.9994830045225024,403,387,417,5,30,3,533,1144694873.144651,2147645.16537458,1000.0,0.9966642280022618,0.9894419289596773,0.9994830045225036,467,467,352,352,275,275,101,101,259,27961.547819926138,258,27961.54781852218,174,553840.5247108047,174,553840.5247108047,75,2646797.717625395,75,2646797.717625395,9,1857170.0,9,1857170.0,17,1139609103.3544965,17,1139609103.3544965,0.8108614232209738,0.8105065666041276,1327,1326,1877,1876
2026-07-07,1058,0,0,0.0,0.0,215100825.83382693,151,91206986.0,23,10580310.0,0,0.0,884,113313529.83382691,355,367,375,15,7,0,542,1225321549.1446524,2260740.865580539,1000.0,0.9969751019588723,0.9917174272445379,0.9995175325755695,355,367,375,15,7,0,541,1225321549.144651,2264919.684186046,1000.0,0.996969510650111,0.9917174272445392,0.9995175325755706,476,476,356,356,275,275,101,101,267,29315.029920190504,266,29315.029918786542,174,551862.7019952529,174,551862.7019952529,77,2710467.1477108602,77,2710467.1477108602,9,1857170.0,9,1857170.0,15,1220172734.2650263,15,1220172734.2650263,0.8136531365313653,0.8133086876155268,1342,1341,1949,1948
2026-07-08,9103,0,0,0.0,0.0,208940854.52405715,138,84231000.0,38,14297498.223447088,0,0.0,8927,110412356.30061007,1855,6231,6241,4120,12,48,4698,1295255050.9212053,275703.5016860803,30.0,0.9995905601803096,0.9920499944221005,0.9993897886851613,1854,6230,6240,4120,11,48,4698,1295255050.9212053,275703.5016860803,30.0,0.9995905601803096,0.9920499944221005,0.9993897886851613,4636,4636,614,614,299,299,101,101,4399,144880.58567938977,4399,144880.58567938977,198,635498.7019952529,198,635498.7019952529,63,1224435.5919516615,63,1224435.5919516615,23,3282000.0,23,3282000.0,15,1289968236.0415792,15,1289968236.0415792,0.9785014899957428,0.9785014899957428,5462,5461,6983,6982
2026-07-09,1474,0,0,0.0,0.0,176357875.13076714,129,67010894.92899051,32,11188195.0,0,0.0,1313,98158785.20177662,426,401,451,14,49,1,4664,1351077750.850196,289682.19357851543,30.0,0.9996126000867451,0.9935754756718004,0.999433660106945,426,400,450,14,49,0,4663,1351068148.7552814,289742.25793593854,30.0,0.9996130603692723,0.9935825370521096,0.9994404328262597,4602,4601,603,602,293,292,98,98,4371,144119.25693046476,4371,144119.25693046476,195,639950.0669093326,194,630347.9719952529,63,1215962.555786507,63,1215962.555786507,21,2676110.0,21,2676110.0,14,1346401608.9705696,14,1346401608.9705696,0.9789879931389366,0.9789834870255201,5476,5475,7041,7040
2026-07-10,1250,0,0,0.0,0.0,165610156.48999003,126,74948324.0,18,7332471.0,0,0.0,1106,83329361.48999003,391,333,405,11,69,0,4606,1418693603.850196,308009.9009661737,20.5,0.9996264538616363,0.9942650547107503,0.9995103832687998,391,332,404,11,69,0,4605,1418682799.973731,308074.4408194856,20.0,0.9996268954380307,0.99427262646451,0.9995153136945734,4544,4543,592,591,283,282,93,92,4323,143771.57759362477,4323,143771.57759362477,190,610793.9719952528,190,610793.9719952528,62,1205544.6507005864,61,1194740.7742360118,17,2172130.0,17,2172130.0,14,1414561363.6499066,14,1414561363.6499066,0.9798089448545375,0.9800217155266016,5487,5486,7093,7092
