date,transfers,mint_count,burn_count,mint_volume,burn_volume,p2p_volume,issuance_count,issuance_volume,redemption_count,redemption_volume,internal_count,internal_volume,transfer_count,transfer_volume,unique_senders,unique_receivers,active_addresses,new_addresses,zeroed_addresses,resurrected_addresses,holders_gt0,circulating_supply,mean_balance,median_balance,gini,top10_share,top100_share,unique_senders_ex_hub,unique_receivers_ex_hub,active_addresses_ex_hub,new_addresses_ex_hub,zeroed_addresses_ex_hub,resurrected_addresses_ex_hub,holders_gt0_ex_hub,circulating_supply_ex_hub,mean_balance_ex_hub,median_balance_ex_hub,gini_ex_hub,top10_share_ex_hub,top100_share_ex_hub,holders_ge1,holders_ge1_ex_hub,holders_ge100,holders_ge100_ex_hub,holders_ge1000,holders_ge1000_ex_hub,holders_ge10000,holders_ge10000_ex_hub,n_lt_1k,val_lt_1k,n_lt_1k_ex_hub,val_lt_1k_ex_hub,n_1k_10k,val_1k_10k,n_1k_10k_ex_hub,val_1k_10k_ex_hub,n_10k_100k,val_10k_100k,n_10k_100k_ex_hub,val_10k_100k_ex_hub,n_100k_1m,val_100k_1m,n_100k_1m_ex_hub,val_100k_1m_ex_hub,n_ge_1m,val_ge_1m,n_ge_1m_ex_hub,val_ge_1m_ex_hub,share_holders_lt10k,share_holders_lt10k_ex_hub
2026-01-04,124,0,0,0.0,0.0,21532054.025140587,17,156000.0,3,1057050.0,0,0.0,104,20319004.025140587,36,51,61,14,6,1,50218,81265649.69612998,1618.2573916948102,200.0,0.8739658952063116,0.2809053003648808,0.6607300013150709,31,45,55,14,6,1,50212,77910120.35308623,1551.6235233228358,200.0,0.8686307778768317,0.27874518514991914,0.6505467041576869,50147,50143,48862,48858,1705,1701,610,606,48513,10904097.375854557,48511,10904097.375854557,1095,3601221.2038236293,1095,3601221.2038236293,535,15565678.28585776,534,15520629.757179052,52,15366701.093355473,51,15167101.093355473,23,35827951.73723858,21,32717070.922873504,0.9878529610896492,0.9879311718314348
2026-01-05,547,0,0,0.0,0.0,51820230.46688722,23,725000.0,6,1756000.0,0,0.0,518,49339230.46688722,320,86,361,28,271,2,49977,80234649.69613001,1605.4314924091084,200.0,0.8728911343079484,0.28945979923165066,0.6565868630478998,313,77,352,28,271,2,49971,77232902.97654691,1545.5544811299937,200.0,0.8680431862065751,0.2911498852488763,0.6477117947193515,49906,49902,48616,48612,1722,1718,619,615,48255,10851000.98768139,48253,10851000.98768139,1103,3630370.875199653,1103,3630370.875199653,546,15772260.881519828,545,15726868.91534112,51,14756311.35926552,50,14538311.35926552,22,35224705.59246361,20,32486350.839059226,0.9876143025791865,0.9876928618598787
2026-01-06,349,0,0,0.0,0.0,25673672.15745031,17,180005.0,6,230311.0,0,0.0,326,25263356.15745031,199,68,227,14,156,0,49835,80184343.69613,1608.996562579111,200.0,0.8732006421574479,0.30853303856841163,0.6614807212550431,192,59,218,14,155,0,49830,78805433.6975632,1581.485725417684,200.0,0.8710392864995037,0.31252462217687577,0.6586743356596528,49763,49760,48471,48468,1726,1723,617,614,48109,10820916.672778305,48107,10820916.672778305,1109,3653324.697951738,1109,3653324.697951738,549,15869704.82392162,548,15824075.639719909,47,14100878.295297489,46,13878478.295297489,21,35739519.20618085,20,34628638.391815774,0.9876191431724691,0.9876781055589002
2026-01-07,11058,0,0,0.0,0.0,27430821.14662016,12,1326000.0,3,208517.0,0,0.0,11043,25896304.14662016,68,10954,10987,170,30,23,49998,81301826.69613001,1626.1015779857196,200.0,0.8739583638155362,0.28516601809787984,0.6586522529654397,61,10945,10978,170,30,22,49992,79605349.3164778,1592.36176421183,200.0,0.8713527168252287,0.28986002607588546,0.6557195631494636,49927,49923,48489,48485,1738,1734,622,618,48260,11064498.081894405,48258,11064498.081894405,1116,3662973.428566232,1116,3662973.428566232,550,15824723.8620576,549,15779092.927855888,50,15565113.140592461,48,15024376.249507047,22,35184518.183019295,21,34074408.62865423,0.9875595023800952,0.9876380220835334
2026-01-08,101,0,0,0.0,0.0,17376358.177474387,15,1133338.75,3,219231.0,0,0.0,83,16023788.427474387,49,62,73,8,11,4,49999,82215934.44613,1644.351575954119,200.0,0.8753943149170532,0.29959668848866156,0.6649889961681562,40,52,63,8,10,4,49994,80833190.45756322,1616.8578320911154,200.0,0.8733199763052625,0.3033594493535419,0.6622970324312462,49928,49925,48488,48485,1741,1738,621,618,48258,11063013.815855168,48256,11063013.815855168,1120,3665067.181273484,1120,3665067.181273484,551,15815161.732642427,550,15769527.298440715,47,14041070.015297487,46,13814070.01529749,23,37631621.70106143,22,36521512.14669636,0.9875797515950319,0.9876385166219946
2026-01-09,267,0,0,0.0,0.0,71492436.76309435,11,1813000.0,2,6000.0,0,0.0,254,69673436.76309435,104,74,133,8,60,7,49954,84022934.44613,1682.006134566401,200.0,0.8780920320404989,0.28509568462004287,0.6700085005745835,93,63,122,8,59,6,49949,81977190.45756322,1641.2178513596514,200.0,0.8751182331862942,0.29086708549352885,0.6647699251900283,49884,49881,48444,48441,1744,1741,625,622,48210,11055636.418480068,48208,11055636.418480068,1119,3657110.1201748243,1119,3657110.1201748243,553,15814107.585347027,552,15768473.151145315,47,14541504.302423663,46,13651504.302423665,25,38954576.01970442,24,37844466.46533934,0.9874884894102575,0.9875472982442091
2026-01-10,350,0,0,0.0,0.0,18453095.335881796,10,186000.0,1,272830.0,0,0.0,339,17994265.335881796,291,62,311,6,254,2,49708,83936104.44613001,1688.5834160724633,200.0,0.8785428233633907,0.30530150884771035,0.6704844657635995,283,54,302,6,253,2,49704,82780334.2075632,1665.4662443176244,200.0,0.8768846343035621,0.3082339546474819,0.6676434097849605,49637,49635,48198,48196,1742,1740,629,627,47966,11006273.863579601,47964,11006273.863579601,1113,3641560.3599171536,1113,3641560.3599171536,559,16010416.074792072,558,15964755.390590359,46,13652034.813638665,46,13652034.813638665,24,39625819.3342025,23,38515709.77983743,0.9873461012311902,0.9873853211009175
2026-01-11,253,0,0,0.0,0.0,12624577.010463906,6,19000.0,3,166359.0,0,0.0,244,12439218.010463906,203,54,224,6,163,1,49552,83788745.44613001,1690.9256023193818,200.0,0.8786611876875328,0.29416775547307816,0.6707565789772622,195,45,215,6,163,0,49547,81632870.20756322,1647.5845199015728,200.0,0.8755262838716851,0.300587711359862,0.6650720789289074,49478,49475,48043,48040,1743,1740,629,626,47809,10973679.831030576,47807,10973679.831030576,1114,3648865.6794363,1114,3648865.6794363,558,15864347.683420306,557,15818581.999218594,46,13653905.070449652,46,13653905.070449652,25,39647947.18179317,23,37537837.62742809,0.9873062641265741,0.9873655317173593
2026-01-12,318,0,0,0.0,0.0,72647832.28216794,10,1178000.0,6,230000.0,0,0.0,302,71239832.28216794,175,53,195,9,139,5,49427,84736745.44613001,1714.3817234736077,200.0,0.8802527832190786,0.2850370638887898,0.6725064838088439,169,46,188,9,139,5,49422,80719687.82037818,1633.2744085706404,200.0,0.8743701428416639,0.27480096596877146,0.6592536124282247,49354,49351,47916,47913,1745,1742,628,625,47682,10948010.672018358,47680,10948010.672018357,1117,3653594.939478341,1117,3653594.939478341,555,15849129.105251335,554,15803336.419218594,47,14132897.603925288,47,14132897.603925288,26,40153113.125456676,24,36181848.1857376,0.9872943937524026,0.9873538100441099
2026-01-13,426,0,0,0.0,0.0,97765754.51803032,21,953000.0,2,520000.0,0,0.0,403,96292754.51803032,236,68,265,13,196,2,49246,85169745.44613001,1729.4753979232833,200.0,0.8812500823312331,0.308516281932381,0.6750029876227907,228,60,256,13,196,2,49241,84371125.39181846,1713.4324118482252,200.0,0.8801777226137699,0.3114365616926499,0.6749125367059919,49174,49171,47735,47732,1756,1753,627,624,47490,10909156.72659125,47488,10909156.72659125,1129,3701429.155217092,1129,3701429.155217092,555,15869326.933111332,554,15817409.247078594,48,14413579.433042958,46,13666877.064764163,24,40276253.19816737,24,40276253.19816737,0.9872680014620476,0.9873276334761683
2026-01-14,11544,0,0,0.0,0.0,40613334.62685418,8,112000.0,3,22357.0,0,0.0,11533,40478977.62685418,372,11044,11366,144,327,22,49085,85259388.44613001,1736.9744004508507,200.0,0.8818575573412878,0.29744308121152613,0.6734406273415281,362,11033,11355,144,327,22,49080,83225439.33780435,1695.7098479585238,200.0,0.879037970765266,0.30144620436272057,0.6684876362731761,49015,49012,47428,47425,1760,1757,629,626,47325,10945217.736907452,47323,10945217.736907452,1131,3706799.185948075,1131,3706799.185948075,557,15990235.481357649,556,15938245.1942234,48,15257320.840289526,47,14547184.425924454,24,39359815.2016273,23,38087992.794800974,0.9871854945502699,0.9872453137734312
2026-01-15,433,0,0,0.0,0.0,56165514.71295118,12,774000.0,3,2098357.0,0,0.0,418,53293157.71295118,268,77,299,5,218,3,48875,83935031.44613,1717.3407968517645,200.0,0.8804110601223425,0.28452501468508723,0.6672091430315303,256,65,286,5,218,3,48870,81740051.19275504,1672.6018251024154,200.0,0.8772697466606003,0.28687292079834553,0.6613593111988646,48806,48803,47222,47219,1764,1761,634,631,47111,10902025.772984166,47109,10902025.772984166,1130,3691934.3493340183,1130,3691934.3493340183,561,16038850.922314864,560,15986547.116236463,49,15420604.346693557,48,14710536.722328484,24,37881616.0548034,23,36449007.231871925,0.9870281329923274,0.9870881931655412
2026-01-16,697,0,0,0.0,0.0,52325463.82347789,13,651500.0,5,131600.0,0,0.0,679,51542363.82347789,284,285,526,27,236,6,48672,84454931.44613001,1735.1851464112838,200.0,0.8816116931996483,0.28234186074815915,0.6677564216267541,275,276,516,27,236,6,48667,81925035.69567855,1683.379614434392,200.0,0.8780278156196555,0.281687313534706,0.6605787622767213,48602,48599,47006,47003,1764,1761,633,630,46908,10861828.173878524,46906,10861828.173878524,1131,3714172.095640219,1131,3714172.095640219,559,16083608.365410656,558,16031096.746832253,49,14950160.31734204,48,14240695.462976964,25,38845162.49385856,24,37077243.216350585,0.9869945759368837,0.9870548831857316
2026-01-17,315,0,0,0.0,0.0,57605673.06886733,18,610000.0,5,75583.35,0,0.0,292,56920089.71886733,164,63,185,11,125,1,48559,84989348.09613,1750.2285486960193,200.0,0.8826589673744174,0.3089349075631933,0.6718800960092514,156,54,176,11,125,1,48554,81781953.63332176,1684.3504888026066,200.0,0.8781283127449652,0.3033783774495805,0.6621006725640762,48487,48484,46888,46885,1766,1763,635,632,46793,10837654.310479548,46791,10837654.310479548,1131,3700131.336677748,1131,3700131.336677748,563,16148911.09038119,562,16096281.481938025,49,15046474.960657533,48,14337010.10629246,23,39256176.397933975,22,36810876.39793399,0.9869231244465495,0.9869835646908597
