date,transfers,mint_count,burn_count,mint_volume,burn_volume,p2p_volume,issuance_count,issuance_volume,redemption_count,redemption_volume,internal_count,internal_volume,transfer_count,transfer_volume,unique_senders,unique_receivers,active_addresses,new_addresses,zeroed_addresses,resurrected_addresses,holders_gt0,circulating_supply,mean_balance,median_balance,gini,top10_share,top100_share,unique_senders_ex_hub,unique_receivers_ex_hub,active_addresses_ex_hub,new_addresses_ex_hub,zeroed_addresses_ex_hub,resurrected_addresses_ex_hub,holders_gt0_ex_hub,circulating_supply_ex_hub,mean_balance_ex_hub,median_balance_ex_hub,gini_ex_hub,top10_share_ex_hub,top100_share_ex_hub,holders_ge1,holders_ge1_ex_hub,holders_ge100,holders_ge100_ex_hub,holders_ge1000,holders_ge1000_ex_hub,holders_ge10000,holders_ge10000_ex_hub,n_lt_1k,val_lt_1k,n_lt_1k_ex_hub,val_lt_1k_ex_hub,n_1k_10k,val_1k_10k,n_1k_10k_ex_hub,val_1k_10k_ex_hub,n_10k_100k,val_10k_100k,n_10k_100k_ex_hub,val_10k_100k_ex_hub,n_100k_1m,val_100k_1m,n_100k_1m_ex_hub,val_100k_1m_ex_hub,n_ge_1m,val_ge_1m,n_ge_1m_ex_hub,val_ge_1m_ex_hub,share_holders_lt10k,share_holders_lt10k_ex_hub
2025-11-02,171,0,0,0.0,0.0,7965847.696246817,58,3389000.0,4,913000.0,0,0.0,109,3663847.696246817,34,88,96,53,7,0,972,26706331.44613,27475.649635936214,3000.0,0.8246984507635742,0.40649333219407735,0.7966855199454199,29,81,89,53,7,0,968,26362764.583073314,27234.260932926976,3000.0,0.8233348004437544,0.41179086609099835,0.7960307347914708,953,951,928,926,909,907,347,346,63,9109.559295586738,61,9109.559295586738,562,1841784.404379765,561,1839194.2331194628,323,10055357.829093453,323,10055357.829093453,15,4444133.993144337,14,4103157.301347953,9,10355945.660216857,9,10355945.660216857,0.6430041152263375,0.6425619834710744
2025-11-03,130,0,0,0.0,0.0,2190979.8384032026,45,1137000.0,3,18800.0,0,0.0,82,1035179.8384032026,36,77,80,45,3,0,1014,27824531.44613,27440.366317682445,3000.0,0.8228130070481493,0.38808153705882703,0.7841473114941621,29,69,72,45,3,0,1010,27480955.83307331,27208.867161458722,3000.0,0.8215008869001379,0.39293345534074137,0.7833626663510309,994,992,968,966,946,944,362,361,68,9564.025605527022,66,9564.025605527022,584,1903904.3768317043,583,1901305.455571402,334,10518999.417258762,334,10518999.417258762,19,5093876.694878208,18,4752900.003081824,9,10298186.931555798,9,10298186.931555798,0.6429980276134122,0.6425742574257426
2025-11-04,136,0,0,0.0,0.0,3280520.8537762454,71,2071000.0,1,8436.0,0,0.0,64,1201084.8537762451,30,96,105,69,3,0,1080,29887095.44613,27673.236524194446,3000.0,0.8281648291606395,0.3821039563450896,0.7835727267661576,25,89,98,69,3,0,1076,29465891.923777904,27384.657921726677,3000.0,0.8266302731879883,0.3875659845346163,0.7822698974548271,1055,1053,1028,1026,1005,1003,381,380,75,9104.682818913296,73,9104.682818913296,624,2019800.467320091,623,2017029.565183732,351,10766880.259063851,351,10766880.259063851,20,5671332.62329756,19,5252900.003081824,10,11419977.413629584,10,11419977.413629584,0.6472222222222223,0.6468401486988847
2025-11-05,122,0,0,0.0,0.0,5776248.812547828,43,2019000.0,4,66465.0,0,0.0,75,3690783.8125478285,30,67,76,38,7,0,1111,31839630.446129996,28658.53325484248,3000.0,0.8308582967865752,0.3613259687285199,0.7829646742611738,25,61,70,38,7,0,1107,31413938.1737779,28377.541259058627,3000.0,0.8295960439017754,0.36622231989076476,0.7818463614707257,1086,1084,1058,1056,1035,1033,391,390,76,9555.542584907262,74,9555.54258490726,644,2089417.1175732757,643,2082157.4654369163,357,11088754.742038846,357,11088754.742038846,24,7147417.729026973,23,6728985.108811237,10,11504485.314905997,10,11504485.314905997,0.648064806480648,0.6476964769647696
2025-11-06,209,0,0,0.0,0.0,4739953.880176829,20,221000.0,5,243000.0,0,0.0,184,4275953.880176829,44,60,71,29,6,0,1134,31817630.44613,28057.875172954144,3000.0,0.8328810038704453,0.3565081321172179,0.7840554359094544,40,54,65,29,6,0,1130,31248721.81118858,27653.736116096086,3000.0,0.8310178256551076,0.3629986553460977,0.782040375087963,1103,1101,1073,1071,1048,1046,392,391,86,9845.709522737066,84,9845.709522737068,656,2133486.7224393813,655,2123602.070303022,359,11004914.742038846,359,11004914.742038846,23,7326139.273383307,22,6767115.290578248,10,11343243.998745728,10,11343243.998745728,0.654320987654321,0.6539823008849558
2025-11-07,144,0,0,0.0,0.0,4191840.388241086,23,388000.0,1,10000.0,0,0.0,120,3793840.388241086,30,59,65,29,3,0,1160,32195630.44613,27754.85383287069,3000.0,0.8328669643355741,0.33634608041861946,0.7811468399751414,25,54,60,29,3,0,1156,31525239.06635929,27270.968050483814,3000.0,0.830560895247208,0.3434985563271344,0.7783924557943551,1129,1127,1095,1093,1067,1065,395,394,93,10719.001392855504,91,10719.001392855505,672,2191544.555613744,671,2181659.9034773847,361,11071254.742038846,361,11071254.742038846,24,8093238.039922359,23,7432731.312288004,10,10828874.107162194,10,10828874.107162194,0.6594827586206896,0.6591695501730104
2025-11-08,128,0,0,0.0,0.0,2714272.354010658,17,659000.0,4,16000.0,0,0.0,107,2039272.354010658,36,53,61,20,7,0,1173,32838630.446129996,27995.42237521739,3000.0,0.834327963351674,0.3323499616771037,0.7824071396749147,30,45,53,20,7,0,1169,31817366.798091985,27217.593497084676,3000.0,0.8304500274844168,0.34266603970043275,0.7773111011744567,1142,1140,1108,1106,1080,1078,398,396,93,10766.53629718183,91,10766.53629718183,682,2224780.2259146674,682,2224780.2259146674,364,11229819.348906305,363,11219742.196769945,23,7459346.76471197,23,7459346.76471197,11,11913917.570299875,10,10902731.07439822,0.6606990622335891,0.6612489307100086
2025-11-09,174,0,0,0.0,0.0,9746352.792525353,18,1153000.0,4,96000.0,0,0.0,152,8497352.792525353,36,53,60,19,6,0,1186,33895630.44613,28579.789583583475,3000.0,0.8390567018176749,0.33410129970802266,0.7883203263852826,30,47,53,19,5,0,1183,33885264.54399364,28643.503418422348,3000.0,0.8389133450751314,0.33420350523667974,0.7885614828721917,1156,1155,1120,1119,1089,1088,396,395,97,12558.917609287662,95,12558.917609287664,693,2261604.2259146674,693,2261604.2259146674,361,11212578.020894572,360,11202212.118758213,23,7084315.095236616,23,7084315.095236616,12,13324574.186474856,12,13324574.186474856,0.6661045531197302,0.6661031276415892
2025-11-10,191,0,0,0.0,0.0,8445272.221586697,30,609500.0,4,9101.0,0,0.0,157,7826671.221586696,51,78,93,34,10,2,1212,34496029.44613,28462.07050010726,3000.0,0.8400838603787694,0.31721519375036383,0.7882796463668813,45,71,86,34,10,2,1209,34485427.29399364,28523.92662861343,3000.0,0.8399466579912311,0.31731271795139626,0.7885219939725969,1179,1178,1146,1145,1112,1111,400,399,100,13686.791313666783,98,13686.791313666783,712,2320147.3276475323,712,2320147.3276475323,365,11334602.271123273,364,11324000.118986914,23,7884928.391673143,23,7884928.391673143,12,12942664.664372385,12,12942664.664372385,0.66996699669967,0.6699751861042184
2025-11-11,207,0,0,0.0,0.0,11677352.196525857,23,2432000.0,3,509000.0,0,0.0,181,8736352.196525857,48,69,81,22,7,1,1228,36419029.44613,29657.190102711727,3000.0,0.8497699774043246,0.36161916378273207,0.7991183505092591,42,62,74,22,7,1,1225,36406939.79399364,29719.950852239705,3000.0,0.8496547633724884,0.3617392466548634,0.7993837137319882,1194,1193,1160,1159,1122,1121,402,401,106,14046.9454096842,104,14046.945409684202,720,2334702.8282688567,720,2334702.8282688567,369,11417037.136437248,368,11404947.48430089,20,6483423.561925984,20,6483423.561925984,13,16169818.974088226,13,16169818.974088226,0.6726384364820847,0.6726530612244898
2025-11-12,137,0,0,0.0,0.0,10892229.531097094,43,3943000.0,0,0.0,0,0.0,94,6949229.5310970945,38,73,78,28,5,2,1253,40362029.44613,32212.31400329609,3000.0,0.8627336351897039,0.41727896810462334,0.8144739988749564,32,66,71,28,5,2,1250,40349913.543993644,32279.930835194915,3000.0,0.8626356001304741,0.4174042648078146,0.8147185616607532,1218,1217,1181,1180,1144,1143,407,406,109,13913.90785098382,107,13913.907850983822,737,2399902.8282688567,737,2399902.8282688567,374,11574261.386437248,373,11562145.48430089,20,6531725.325683366,20,6531725.325683366,13,19842225.99788955,13,19842225.99788955,0.6751795690343176,0.6752
2025-11-13,428,0,0,0.0,0.0,100224621.89121889,23,4118000.0,5,1039204.0,0,0.0,400,95067417.89121889,66,90,103,32,8,2,1279,43440825.44613,33964.67978587178,3000.0,0.873678348612272,0.46488381171248433,0.8257069301590643,59,82,95,32,8,1,1275,41481082.378114365,32534.1822573446,3000.0,0.8688805473000852,0.46400442076239923,0.8189723546062584,1239,1237,1190,1188,1152,1150,412,410,127,14092.932824277148,125,14092.932824277148,740,2406211.368720192,740,2406211.368720192,380,11719347.507147241,379,11707135.355010882,19,6106237.120104695,19,6106237.120104695,13,23194936.517333597,12,21247405.60145432,0.6778733385457388,0.6784313725490196
2025-11-14,329,0,0,0.0,0.0,73361016.29184155,26,735000.0,3,9000.0,0,0.0,300,72617016.29184155,54,78,86,24,7,1,1297,44166825.44612999,34053.06510881264,3000.0,0.8733395201646152,0.46363756676459533,0.823059187477422,47,70,78,24,6,1,1294,44154210.79399364,34122.26491035057,3000.0,0.8732603519240597,0.4637700258555158,0.8232943316494264,1259,1258,1210,1209,1172,1171,422,421,125,13859.261230147675,123,13859.261230147675,750,2425994.3680354664,750,2425994.3680354664,389,11814664.162503475,388,11802049.510367116,19,5434908.172800589,19,5434908.172800589,14,24477399.481560323,14,24477399.481560323,0.674633770239013,0.6746522411128284
2025-11-15,181,0,0,0.0,0.0,51975018.93742193,27,990314.0,2,150000.0,0,0.0,152,50834704.93742193,45,67,76,25,6,2,1318,45007139.44612999,34148.05724289074,3000.0,0.8745692096892697,0.4829571387944874,0.8213686290317334,39,60,69,25,6,2,1315,44994124.91899364,34216.064577181474,3000.0,0.8744958257288825,0.4830968338946778,0.8216062094787524,1279,1278,1228,1227,1188,1187,432,431,130,14948.660044826585,128,14948.660044826584,756,2442429.7601062064,756,2442429.7601062064,398,11965658.804702455,397,11952644.277566096,21,5847582.929049061,21,5847582.929049061,13,24736519.29222745,13,24736519.29222745,0.6722306525037937,0.6722433460076046
2025-11-16,91,0,0,0.0,0.0,2353008.1740727397,26,768184.0,2,303000.0,0,0.0,63,1281824.1740727397,33,55,64,20,5,0,1333,45472323.44613,34112.77077729182,3000.0,0.874429205598125,0.4813417491384228,0.8210478979945195,27,48,57,20,5,0,1330,45459278.29399364,34179.90849172454,3000.0,0.8743569809839692,0.481479876635883,0.8212835087464393,1295,1294,1243,1242,1204,1203,436,435,129,14276.471861477718,127,14276.471861477718,768,2494829.7601062064,768,2494829.7601062064,403,12142717.8129954,402,12129672.66085904,20,5932771.696218589,20,5932771.696218589,13,24887727.70494833,13,24887727.70494833,0.6729182295573893,0.6729323308270677
2025-11-17,144,0,0,0.0,0.0,34479619.93542867,29,820000.0,5,62999.0,0,0.0,110,33596620.93542867,37,65,74,32,7,2,1360,46229324.44612999,33992.15032803676,3000.0,0.8746725307897649,0.48374485696060554,0.8189699129849953,33,61,70,32,7,1,1356,46211324.76791285,34079.14805893278,3000.0,0.8746464504518884,0.4839332794264885,0.8192889082740784,1320,1318,1267,1265,1225,1223,444,443,135,15973.748847016097,133,15973.748847016095,781,2539262.6148346104,780,2534308.088753814,411,12378118.444651205,410,12365073.292514846,20,5932771.696218589,20,5932771.696218589,13,25363197.941578582,13,25363197.941578582,0.6735294117647059,0.6733038348082596
2025-11-18,297,0,0,0.0,0.0,46466362.616367415,24,2779800.0,4,413000.0,0,0.0,269,43273562.616367415,50,69,84,20,10,0,1370,48596124.44613001,35471.62368330658,3000.0,0.8803102550050493,0.47930084584239663,0.8282296143837485,43,61,76,20,10,0,1366,47582201.668993644,34833.23694655464,3000.0,0.8787125237919754,0.48951420351930736,0.8259127999991531,1331,1329,1277,1275,1234,1232,445,443,136,16098.091521161918,134,16098.091521161914,789,2556535.211716584,789,2556535.211716584,409,12042697.91353437,408,12028775.13639801,22,6688629.677665403,22,6688629.677665403,14,27292163.551692486,13,26292163.551692486,0.6751824817518248,0.6756954612005857
2025-11-19,217,0,0,0.0,0.0,99377617.20891744,21,706500.0,1,15000.0,0,0.0,195,98656117.20891744,29,57,59,20,2,2,1390,49287624.44613,35458.72262311511,3000.0,0.8806688344208661,0.48792095713083083,0.8267844584146378,25,53,55,20,2,2,1386,49069768.46212151,35403.873349294015,3000.0,0.8806678761743989,0.49008718908108256,0.8277257046508896,1352,1350,1293,1291,1249,1247,450,448,141,16500.5410206604,139,16500.5410206604,799,2595191.169315079,799,2595191.169315079,413,12168699.667447655,412,12154776.890311295,23,6458768.173885919,22,6254834.967013792,14,28048464.894460686,14,28048464.894460686,0.6762589928057554,0.6767676767676768
