date,transfers,mint_count,burn_count,mint_volume,burn_volume,p2p_volume,issuance_count,issuance_volume,redemption_count,redemption_volume,internal_count,internal_volume,transfer_count,transfer_volume,unique_senders,unique_receivers,active_addresses,new_addresses,zeroed_addresses,resurrected_addresses,holders_gt0,circulating_supply,mean_balance,median_balance,gini,top10_share,top100_share,unique_senders_ex_hub,unique_receivers_ex_hub,active_addresses_ex_hub,new_addresses_ex_hub,zeroed_addresses_ex_hub,resurrected_addresses_ex_hub,holders_gt0_ex_hub,circulating_supply_ex_hub,mean_balance_ex_hub,median_balance_ex_hub,gini_ex_hub,top10_share_ex_hub,top100_share_ex_hub,holders_ge1,holders_ge1_ex_hub,holders_ge100,holders_ge100_ex_hub,holders_ge1000,holders_ge1000_ex_hub,holders_ge10000,holders_ge10000_ex_hub,n_lt_1k,val_lt_1k,n_lt_1k_ex_hub,val_lt_1k_ex_hub,n_1k_10k,val_1k_10k,n_1k_10k_ex_hub,val_1k_10k_ex_hub,n_10k_100k,val_10k_100k,n_10k_100k_ex_hub,val_10k_100k_ex_hub,n_100k_1m,val_100k_1m,n_100k_1m_ex_hub,val_100k_1m_ex_hub,n_ge_1m,val_ge_1m,n_ge_1m_ex_hub,val_ge_1m_ex_hub,share_holders_lt10k,share_holders_lt10k_ex_hub
2025-11-02,819,0,0,0.0,0.0,27799281.470922478,115,4631170.0,7,59000.0,0,0.0,697,23109111.470922478,215,318,365,151,23,1,2562,46876720.0,18296.924277907885,100.0,0.9648232405112634,0.6308987579301568,0.9002104175078519,193,292,339,151,23,1,2550,27869014.851691924,10929.02543203605,100.0,0.9434514423633414,0.4876542846276749,0.8370059894784015,2445,2435,1319,1312,883,878,302,298,1679,90066.28164485421,1672,88662.26218881478,581,1910995.091441053,580,1903196.775979062,270,7902075.753088426,269,7887592.862758253,19,4399118.449985924,19,4399118.449985924,13,32574464.423839748,10,13590444.500779873,0.8821233411397346,0.8831372549019608
2025-11-03,874,0,0,0.0,0.0,59091140.436841846,117,6914400.0,9,1427145.0,0,0.0,748,50749595.436841846,217,285,312,117,11,3,2671,52363975.0,19604.633096218644,100.0,0.9653869378923124,0.6352927110755159,0.8998793514360305,195,261,288,117,11,3,2659,36117410.19526613,13583.080178738672,100.0,0.9519033283112572,0.5464975073566463,0.8591963190677676,2534,2524,1401,1394,952,947,322,318,1719,92241.62436243358,1712,90836.83779883111,630,2065231.2246773364,629,2057377.771598613,286,8120325.234609279,285,8103262.609109454,24,6819725.275910413,23,6127858.332868771,12,35266451.64044054,10,19738074.643890463,0.8794459004118308,0.8804061677322301
2025-11-04,1023,0,0,0.0,0.0,99276717.13627759,131,9306142.0,5,3108363.0,0,0.0,887,86862212.13627759,218,301,339,128,7,1,2793,58561753.99999999,20967.330469029715,100.0,0.9651919654055006,0.6135572971970182,0.8954870249630777,194,273,311,127,7,1,2780,36347317.05021623,13074.574478495046,100.0,0.9463838391058536,0.4620675802106108,0.8378944767006693,2640,2630,1500,1492,1032,1025,346,341,1761,99147.26171060675,1755,98428.80141124377,686,2224833.995167342,684,2214383.65534778,304,8593907.868565887,302,8526714.385716414,28,7712873.371199502,28,7712873.371199502,14,39930991.50335666,11,17794916.836541288,0.8761188686000716,0.8773381294964029
2025-11-05,1728,0,0,0.0,0.0,83400605.48385715,84,9642740.0,21,5581265.0,0,0.0,1623,68176600.48385715,211,256,306,94,24,1,2864,62623228.99999999,21865.65258379888,100.0,0.966867314016763,0.6223089351204912,0.8983753777078562,188,230,280,94,24,1,2851,43232426.47206159,15163.9517615088,100.0,0.9541588814305314,0.5226391708973033,0.8581951357980635,2694,2683,1545,1537,1061,1054,352,346,1803,107014.01519057613,1797,106294.33118704673,709,2267438.004526099,708,2265966.654716367,309,8600662.249277469,306,8519359.654242212,30,9677119.77820919,29,8745846.304679072,13,41970994.95279667,11,23594959.527236894,0.8770949720670391,0.8786390740091196
2025-11-06,987,0,0,0.0,0.0,45714213.24138065,72,5079653.0,9,4462776.0,0,0.0,906,36171784.24138065,189,237,273,76,12,4,2932,63240106.0,21568.931105047748,100.0,0.9655260498026673,0.6003520538090256,0.8927153207862278,167,211,247,75,12,4,2918,47979652.75353958,16442.65001834804,100.0,0.956401748253091,0.523375129602343,0.8635345791641474,2756,2745,1592,1584,1091,1084,362,356,1841,113482.73159025615,1834,112595.65236914097,729,2332274.1968637654,728,2330702.8120540334,314,8853401.896434624,311,8768729.379380368,34,9974619.654910872,33,9656267.931576844,14,41966327.52020048,12,27111356.97815919,0.8765347885402456,0.8779986291980809
2025-11-07,1646,0,0,0.0,0.0,108897535.73255701,86,8697800.0,16,4625275.0,0,0.0,1544,95574460.73255701,233,281,320,83,22,4,2997,67312631.0,22460.003670337002,100.0,0.9661097408186223,0.6222834043818903,0.8907608005174652,209,252,291,83,22,4,2983,48134319.242827766,16136.211613418627,100.0,0.9546550829707505,0.5360138617730894,0.8522522575240153,2807,2796,1638,1630,1125,1118,376,370,1872,119486.9897047455,1865,118566.10674296667,749,2410743.0443079844,748,2408771.409498252,328,9436493.455149204,325,9347945.051163604,34,9458374.334256101,34,9458374.334256101,14,45887533.176581964,11,26800662.34116684,0.8745412078745413,0.875963794837412
2025-11-08,5602,0,0,0.0,0.0,63567339.183225475,63,4321938.0,15,5066225.570738909,0,0.0,5524,54179175.61248656,205,224,263,56,21,2,3034,66568343.4292611,21940.78557325679,100.0,0.9652582993749319,0.6264917537189691,0.8854350661481101,181,196,235,56,21,2,3020,47392338.43016981,15692.827294758215,100.0,0.9530867175745515,0.5299343421833924,0.8442379954929129,2837,2826,1657,1649,1141,1134,383,377,1893,121105.90624743569,1886,120111.93891456825,758,2440730.5639231596,757,2438658.929113427,334,9666395.435568703,331,9575010.543857854,36,9635593.30635739,35,9143729.327759221,13,44704518.217164405,11,26114827.69052475,0.8737640079103494,0.8751655629139072
2025-11-09,1659,0,0,0.0,0.0,33101820.055145156,69,5479810.0,11,3451909.0,0,0.0,1579,24170101.055145156,182,210,246,64,10,3,3091,68596244.42926109,22192.24989623458,100.0,0.9655268435729055,0.6230181940703987,0.8848336643635955,157,181,217,64,10,3,3077,44880919.7207017,14585.93426087153,100.0,0.9494348459829408,0.4927445299282514,0.8294784585271503,2888,2877,1690,1682,1165,1158,392,386,1926,125188.0546258836,1919,124189.13655914472,773,2481296.0714519448,772,2479184.436642213,342,9852453.166051164,339,9758945.620443333,38,11400598.8128022,38,11400598.8128022,12,44736708.32432989,9,21118001.71425481,0.8731802005823358,0.8745531361715957
2025-11-10,4669,0,0,0.0,0.0,40023072.885529146,107,6246300.0,12,2413272.0,0,0.0,4550,31363500.885529142,212,277,311,90,11,3,3173,72429272.4292611,22826.748323120424,100.0,0.9654769507936847,0.6419568051804758,0.8821346514469242,188,249,283,90,11,3,3159,45374935.65631096,14363.702328683432,100.0,0.9468953590767918,0.4873798137815963,0.8174663877241909,2958,2947,1755,1747,1220,1213,413,407,1953,128600.5987657257,1946,127593.49959824346,807,2603700.589652027,806,2601488.779592295,366,10686204.905599946,363,10586487.858128712,36,11514302.005008612,35,10941363.804736894,11,47496464.33023478,9,21118001.71425481,0.8698392688307596,0.8711617600506489
2025-11-11,862,0,0,0.0,0.0,72251618.77464049,81,8524500.0,19,7718751.118291286,0,0.0,762,56008367.656349204,204,237,293,76,13,2,3238,73235021.31096981,22617.36297435757,100.0,0.9654490716581887,0.637090854906944,0.8812434738078625,178,207,263,76,13,2,3224,43586782.347320065,13519.473432791583,100.0,0.944315162397363,0.4615619834918089,0.8067466477035674,3017,3005,1813,1804,1244,1237,412,406,1994,134263.33918941952,1987,133060.04337679414,832,2691199.649209603,831,2688987.839149871,362,10628213.608855968,359,10522750.372957777,36,9123982.377580808,36,9123982.377580808,14,50657362.33613401,11,21118001.71425481,0.8727609635577517,0.8740694789081885
2025-11-12,36336,0,0,0.0,0.0,36328224.32524948,61,4688781.0,10,2250529.0,0,0.0,36265,29388914.325249474,364,26755,26807,26376,14,2,29602,75673273.31096983,2556.356776939728,200.0,0.924947376701432,0.5487729972647473,0.7988696226881262,338,26725,26777,26374,14,2,29586,49076661.49176092,1658.7798787183438,200.0,0.8845592526011464,0.36917755127447893,0.6983784892359867,29372,29359,26850,26839,1275,1267,425,418,28327,6132690.060320877,28319,6131439.605495873,850,2735163.0456823874,849,2732935.550622655,373,10987872.429006506,369,10804185.853122858,37,9290098.76826472,37,9290098.76826472,15,46527449.00769532,12,20118001.71425481,0.9856428619687859,0.9858716960724667
2025-11-13,1429,0,0,0.0,0.0,22804586.44677457,80,4918700.0,8,2097654.0,0,0.0,1341,15788232.446774567,815,338,919,78,182,5,29503,78494319.31096981,2660.5538186275908,200.0,0.9295405457329932,0.5433339769491148,0.8048535171424255,792,311,892,78,182,5,29487,51061301.46385815,1731.654677107137,200.0,0.8919812863764289,0.360703726427563,0.7085680562314453,28903,28890,26357,26347,1305,1296,434,426,28198,6030029.35671193,28191,6029046.697378513,871,2794044.083949473,870,2791216.588889741,380,10965242.624601254,375,10766663.896770854,36,8056372.566564218,36,8056372.566564218,18,50648630.67914293,15,23418001.71425481,0.985289631562892,0.9855529555397293
2025-11-14,1357,0,0,0.0,0.0,61304620.95339926,82,9139449.0,9,2024115.0,0,0.0,1266,50141056.95339926,675,355,786,76,92,6,29493,85609653.31096981,2902.710924998129,200.0,0.9366401178254654,0.5629210076405124,0.8198184854983959,652,326,757,76,92,6,29477,54637027.046473436,1853.5477506691127,200.0,0.9010784643381661,0.39209803642769914,0.7272397450269221,28592,28578,26026,26015,1321,1311,439,430,28172,5962559.150298331,28166,5961426.952341499,882,2852604.9044678407,881,2849777.4094081083,382,10823669.29779137,377,10623404.010708304,38,8779347.6528462,38,8779347.6528462,19,57191472.30556607,15,26423071.021169323,0.985115112060489,0.9854123553957322
2025-11-15,911,0,0,0.0,0.0,36920305.46377695,90,6901841.0,7,5738500.0,0,0.0,814,24279964.463776954,318,309,405,69,60,4,29506,86772994.3109698,2940.8592933969294,200.0,0.9372884313851264,0.5707857982998611,0.8143539350771953,293,281,377,69,60,4,29490,54451102.34609807,1846.4259866428645,200.0,0.9004252448074749,0.3932994823851615,0.7140931928754625,28602,28588,26031,26019,1363,1353,453,444,28143,5954512.08447278,28137,5953289.389097481,910,2929570.196996879,909,2926742.7019371465,394,11280499.232575249,389,11075859.91877294,42,10079619.968268683,42,10079619.968268683,17,56528792.82865621,13,24415590.368021823,0.9846471904019521,0.9849440488301119
2025-11-16,795,0,0,0.0,0.0,52785774.03944961,72,5568000.0,20,5028668.0,0,0.0,703,42189106.03944961,241,285,337,61,28,7,29546,87312326.3109698,2955.1318727059434,200.0,0.9375131008297155,0.5641132032722138,0.8111192232908144,217,256,308,61,28,7,29530,52269444.1162561,1770.04551697447,200.0,0.8959980409072078,0.35250075552503896,0.6952450361601386,28629,28615,26051,26039,1399,1389,462,453,28147,5950554.7550996225,28141,5949326.000440141,937,3005254.744779203,936,3001929.1052539935,402,11518576.069599658,397,11309265.807646528,42,9583904.661061358,42,9583904.661061358,18,57254036.080429964,14,22425018.54185408,0.9843633655994043,0.9846596681341009
2025-11-17,797,0,0,0.0,0.0,38834555.14686398,89,8019723.0,14,4542769.0,0,0.0,694,26272063.146863982,283,278,371,65,57,8,29562,90789280.31096981,3071.1481060472843,200.0,0.9396582909251288,0.5616691881769155,0.8096802589791525,253,246,338,64,57,8,29545,53929636.96866919,1825.3388718452934,200.0,0.8987934780087277,0.34024027081186364,0.6905092543742949,28640,28626,26049,26037,1443,1432,478,469,28119,5940654.492654613,28113,5940340.620160678,965,3102581.1025029947,963,3097158.88469602,417,12134952.78305332,412,11925552.611476945,44,11617550.565330043,44,11617550.565330043,17,57993541.367428824,13,21349034.2870055,0.983830593329274,0.984125909629379
2025-11-18,1105,0,0,0.0,0.0,66019781.40396214,82,8882800.0,9,3759109.0,0,0.0,1014,53377872.40396214,497,288,588,55,125,5,29497,95912971.31096981,3251.617836084002,200.0,0.9434280589722028,0.5777715160852559,0.8153516544513268,470,254,554,51,125,5,29476,60126723.85009611,2039.8535707048482,200.0,0.9101410653014941,0.3967162823515349,0.7160189888573298,28427,28409,25819,25803,1470,1455,488,479,28027,5890574.359379986,28021,5890252.269609176,982,3169402.9181665424,976,3144030.700359567,424,12250194.191681383,419,12039260.927635679,47,12009123.416243635,46,11199929.596704189,17,62593676.42549826,14,27853250.355787493,0.9834559446723395,0.9837494911114126
